;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; CSS; JavaScript; HTML; Git; HTML5; CSS3;JavaScript; jQuery; MySQL; Node.js; ООП; PHP; Ajax; SQL; React; Кроссбраузерная верстка;Git; Bootstrap; Верстка; Redux;Другие навыки
44;36;Web-разработчик / Front, JS;2.0;2.0;Флекскор;2019-12-11T18:15:16+0300;Удаленная работа не рассматривается!!! Требуется сотрудник в офис. Обязанности:  Интеграции готовых шаблонов / дизайн-макетов с функционалом CMS Поддержка и доработка текущих проектов Верстка сервисов, порталов и мобильных приложений (Ionic View 3)  Требования:  Отличные Знания Html5 + Сss3 Javascript (хорошие знания, jQuery, AJAX) Знания Adobe Illustrator, Photoshop (на уровне нарезать) Знания PHP5-7, MySQL, Front-End Frameworks как преимущество Желание развиваться в сфере IT  Условия:  Система контроля версий (Git Lab), Динамично развивающаяся компания, Инновационные, прогрессивные проекты, Дружный коллектив, Чай, кофе, печеньки и музыка, Понедельник-пятница с 10-00 до 19-00 ;  Система контроля версий (Git Lab), Динамично развивающаяся компания, Инновационные, прогрессивные проекты, Дружный коллектив, Чай, кофе, печеньки и музыка, Понедельник-пятница с 10-00 до 19-00 ;Отличные Знания Html5 + Сss3. Javascript (хорошие знания, jQuery, AJAX). Знания Adobe Illustrator, Photoshop (на уровне нарезать). ;Интеграции готовых шаблонов / дизайн-макетов с функционалом CMS. Поддержка и доработка текущих проектов. Верстка сервисов, порталов и мобильных приложений (Ionic...;"HTML5; CSS3; PHP5; jQuery; MySQL; Ajax; Git; Vue.js; Ionic View";236;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
45;38;Frontend-разработчик;5.0;3.0;ЧУ ДО Школа программистов;2019-12-10T11:53:29+0300;"Чу До Школа программистов приглашает на работу Frontend-разработчика в наш офис в Мытищах. С 2001 года мы обучаем детей программированию и информационным технологиям, воспитываем победителей олимпиад всероссийского и международного уровня. Наши выпускники поступают в лучшие технические Вузы России и работают в ведущих IT компаниях мира Обязанности:  Написание фронтенд для образовательных проектов на vue.js; Примеры задач: crm, система тестирований, система автоматической проверки задач (аналогичная yandex.contest или ejudge), учебный журнал, отчёты; Реализация прикладной логики: верстать, писать компоненты; Участие в разработке архитектуры фронтенда; Написание unit/интеграционных тестов; Написание качественного, чистого, расширяемого объектно ориентированного код на js.  Требования:  Высшее (желательно) техническое образование; Знание JavaScript (ES6), vue.js или аналогичное типа react, angular и иметь желание писать на vue; Верстка на html/css; Умение верстать на bootstrap, material или каком-нибудь другом фреймворке; Умение разбираться в существующем коде, библиотеках, протоколах (например websocket); Знание паттерн проектирования; Умение работать с системами контроля версий (git или mercurial).  Условия:  Оформление по ТК РФ; График работы 5/2 с 9:00/10:00/11:00 до 18:00/19:00/20:00 (выходные: суббота, воскресенье); Место работы: офис в г. Мытищи (удобная маршрутка от ст.м. Медведково); Крутая и сплоченная команда разработчиков, адекватный руководитель; После прохождения испытательного срока: ДМС (включены хорошие платные поликлиники Москвы и МО), а также возможность проходить бесплатное обучение в «Школе программистов ОНЛАЙН» для себя и в любом из 9 очных отделений Школы программистов для Ваших детей. ";"  Оформление по ТК РФ; График работы 5/2 с 9:00/10:00/11:00 до 18:00/19:00/20:00 (выходные: суббота, воскресенье); Место работы: офис в г. Мытищи (удобная маршрутка от ст.м. Медведково); Крутая и сплоченная команда разработчиков, адекватный руководитель; После прохождения испытательного срока: ДМС (включены хорошие платные поликлиники Москвы и МО), а также возможность проходить бесплатное обучение в «Школе программистов ОНЛАЙН» для себя и в любом из 9 очных отделений Школы программистов для Ваших детей. ";Высшее (желательно) техническое образование. Знание JavaScript (ES6), vue.js или аналогичное типа react, angular и иметь желание писать на vue. ;Написание фронтенд для образовательных проектов на vue.js. Примеры задач: crm, система тестирований, система автоматической проверки задач (аналогичная yandex.contest или ejudge...;"CRM; Тестирование; Python; Django Framework; JavaScript; HTML; CSS; Верстка";238;0.3333333333333333;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
46;39;Front-end разработчик;4.0;5.0;Finch;2019-12-11T19:41:50+0300;О компании: Finch — аутсорс-продакшн. Мы запускаем и развиваем высоконагруженные мобильные и веб-приложения для брендов с большой аудиторией. Среди наших клиентов: ТНТ, ФК Спартак, ТВ-3, Столото и другие бренды. Аудитория наших приложений — от 500 тыс. до 5 млн. зарегистрированных пользователей. Нам интересно делать крупные, наполненные функциями, качественные продукты, работать с большой аудиторией, развивать свою экосистему, выстраивать внутренние процессы. Обязанности:   Участие в разработке проектов компании   Программирование JavaScript   Верстка HTML5/CSS3   Требования:   Хорошее знание HTML5/CSS3.   Хорошее знание нативного JavaScript (классы, декораторы, async/await).   Понимание и использование на практике стандартов es6, es7.   Базовые знания Node.js и умение пользоваться npm/yarn   Хорошее знание библиотек и фреймворков экосистемы React: ReactRouter, Redux, NextJs, Styled Components, Redux-saga   Умение собирать проект с помощью webpack.   Опыт работы с системами контроля версий, предпочтительно Git.   Уверенное знание технологий RESTful API/Websocket, языка запросов GraphQL   Желание учится новым технологиям и использованию новых языков программирования.   Понимание методологии БЭМ. Представление о работе изоморфного SPA приложения  Знание технологий CORS, представление о вопросах сетевой безопасности (CSRF)    Условия:   Работа над проектами с крупной аудиторией (несколько млн. пользователей)   Оплата труда в зависимости от твоего уровня   Собственный двухэтажный офис с двориком в пешей доступности от м. Электрозаводская   Возможность самореализации и профессионального роста   Отсутствие бюрократии   Время начала рабочего дня обговариваем индивидуально  ;   Работа над проектами с крупной аудиторией (несколько млн. пользователей)   Оплата труда в зависимости от твоего уровня   Собственный двухэтажный офис с двориком в пешей доступности от м. Электрозаводская   Возможность самореализации и профессионального роста   Отсутствие бюрократии   Время начала рабочего дня обговариваем индивидуально  ;Хорошее знание HTML5/CSS3. Хорошее знание нативного JavaScript (классы, декораторы, async/await). Понимание и использование на практике стандартов...;Участие в разработке проектов компании. Программирование JavaScript. Верстка HTML5/CSS3.;"React; JavaScript; CSS3; HTML5; Git; Node.js; SPA";239;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;44;Frontend-разработчик;4.0;4.0;Badoo;2019-12-10T16:40:33+0300;"Badoo – крупнейшая в мире социальная сеть для знакомств с новыми людьми. Сегодня у Badoo 400+ миллионов пользователей по всему миру, а над разработкой сервиса работает более 600 талантливых специалистов. В нашу команду фронтенда открыта вакансия разработчика для работы над внутренними инструментами компании. С помощью этих инструментов мы ежедневно отправляем миллионы push-уведомлений и email’ов, защищаем наших пользователей от спаммеров, запускаем десятки AB-тестов.ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ:  Развивать существующие и реализовывать новые уникальные внутренние инструменты компании; Разрабатывать библиотеку компонентов для внутренних проектов; Активно взаимодействовать с заказчиками, прояснять требования и обсуждать варианты реализации задач; Предлагать и внедрять высокотехнологичные, инновационные решения.  ЧЕГО ОЖИДАЕМ ОТ ВАС:  Опыт командной работы фул-тайм от двух лет; Отличное знание JavaScript/HTML/CSS; Опыт работы с React/Redux; Умение писать модульный, структурированный и легко читаемый код; Базовые знания HTTP, Linux, Nginx, опыт серверной разработки; Знание узких мест клиентской части и нюансов взаимодействия с сервером; Понимание основ верстки и проблем разных браузеров; Владение английским языком (на уровне не ниже Intermediate); Коммуникативность, уважение к чужому мнению; Ориентированность на результат.  МЫ ПРЕДЛАГАЕМ:   Высокую белую зарплату;   ДМС, включая стоматологию (в лучших клиниках Москвы), страхование жизни, полис выезжающего заграницу (для командировок и отпуска);   Развитую бонусную систему (ежемесячные, полугодовые, менеджерские и thank you бонусы);   31 день ежегодного оплачиваемого отпуска;   Занятия английским языком с преподавателем + языковая практика при общении с лондонским головным офисом;   Оплату посещения профильных конференций как российских, так и международных;   Оплату профильных курсов;   Завтраки, обеды и ужины в офисе;   Пицца/пироги/суши каждую пятницу, вечера национальных кухонь;   Оплату спортзала;   Современную технику на выбор;   Корпоративные мобильные устройства (телефоны или планшеты);   Покупку профильной литературы;   Два раза в неделю в офисе массаж;   Мы рады за наших коллег, которые становятся родителями: +две недели оплачиваемого отпуска и 30 000 р. на первые погремушки:)   Корпоративные мероприятия и тимбилдинги (картинг, пейнтбол, лазертег и др.);   Современный офис в самом центре Москвы - м. Трубная (2 минуты пешком от метро);   Помощь с переездом для кандидатов (оплата билетов, проживания в гостинице на время поиска жилья, sign in bonus).  ";;Опыт командной работы фул-тайм от двух лет. Отличное знание JavaScript/HTML/CSS. Опыт работы с React/Redux. ;Разрабатывать библиотеку компонентов для внутренних проектов.;" CSS; JavaScript; HTML; Git; HTML5";244;0.3333333333333333;Web;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;52;Прикладной программист (Front-end программист);5.0;4.0;AERODISK;2019-12-10T10:46:54+0300;Обязанности:  Разработка современного веб-интерфейса на стеке Reactjs, Python(Flask)  гибридная СХД scale-out СХД c поддержкой серверной виртуализации система мониторинга внутренние инструменты разработки   Исследование стороннего ПО Работа с чужими исходниками на разных языках программирования Документирование исходного кода, методик и исследований Сопровождение ПО (разработка патчей, консультирование инженеров)  Требования:  Экспертные знания JS Знания Reactjs, Redux Опыт разработки интерфейсов с применением технологии Ajax Базовые знания python, ООП, HTML, CSS Базовые Знание Linux Способность выполнять многочисленные сложные технические задачи Опыт разработки Web-интерфейсов или Web-сайтов (в открытом доступе) Технический английский (чтение и восприятие документацию на английском языке) Опыт аналогичной работы от 1-го года  Условия:  Комфортный офис - м. Калужская Рабочий день с 9 до 18 Соблюдение ТК РФ ДМС Возможность карьерного роста (компания активно расширяется) ;  Комфортный офис - м. Калужская Рабочий день с 9 до 18 Соблюдение ТК РФ ДМС Возможность карьерного роста (компания активно расширяется) ;Экспертные знания JS. Знания Reactjs, Redux. Опыт разработки интерфейсов с применением технологии Ajax. Базовые знания python, ООП, HTML, CSS. ;Разработка современного веб-интерфейса на стеке Reactjs, Python(Flask). Гибридная СХД. Scale-out СХД c поддержкой серверной виртуализации. Система мониторинга. ;" CSS; JavaScript; HTML; Git; HTML5";252;0.3333333333333333;Web;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;54;Веб-разработчик;3.0;2.0;NeoCommunications;2019-12-11T18:00:04+0300;"В головной офис компании требуется разработчик для поддержки и развития сайтов и сервисов.В связке с Drupal работает Битрикс24 и самописные CRM. От вас потребуется усидчивость - у нас много рутинной работы.Нужно просто делать задачу за задачей - по плану и в срок, хотя идеи и свежий взгляд приветствуются и обсуждаются.Обязанности:   - Поддерживать и развивать существующие сайты; - Осуществлять доработки текущего функционала и добавлять новый;- Оперативно исправлять выявленные баги;- Участвовать в разработке нового функционала;- Помогать с доработками других сайтов на других CMS (например, MODx - задачи простые) Требования: - Уверенное знание PHP, Perl, SQL, Git;- Владение HTML/CSS/JS (кроссбраузерная верстка, в том числе, на Bootstrap 3/4);- Опыт работы с API различных сервисов;- Уметь читать документацию и комментировать свой код. Приветствуются:- Опыт интеграции с Астериск или с другими VoIP АТС;- Базовые знания Python;- Навыки серверного администрирования, хотя бы на базовом уровне, так как с сайта управляется VPS;- Навыки разработки систем с микросервисной архитектурой;- Умение работать в команде всегда быть на связи. Руководитель разработки и основная команда находятся в другом городе - общение по телефону и в скайпеЖелательно:- Умение правильно оценивать время для выполнения задачи;- Знание или желание изучить NoSQL (потребуется в перспективе) Условия: - Оформление в соответствии с ТК РФ;- Заработная плата по результатам собеседования;- Пятидневная рабочая неделя, полный рабочий день;- Современный офис 3 минуты от метро Нахимовский проспект.";" - Оформление в соответствии с ТК РФ;- Заработная плата по результатам собеседования;- Пятидневная рабочая неделя, полный рабочий день;- Современный офис 3 минуты от метро Нахимовский проспект.";В связке с Drupal работает Битрикс24 и самописные CRM. От вас потребуется усидчивость - у нас много рутинной работы. ;"Поддерживать и развивать существующие сайты; - Осуществлять доработки текущего функционала и добавлять новый. - Оперативно исправлять выявленные баги. - Участвовать в разработке нового...";"Git; CSS; HTML; Bootstrap; PHP; Perl; SQL; API";254;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
50;59;Разработчик React/Redux;4.0;4.0;Агентство Медицинских Технологий;2019-12-11T15:05:07+0300;"Требуемый опыт работы: 3–6 лет Полная занятость, полный день Обязанности:  Проектирование и разработка API высокотехнологичной медицинской информационной системы; Документирование/тестирование/логирование собственного кода.  Требования:  Техническое образование; Понимание асинхронной модели JavaScript/Node.js; Знание ООП;    React по классам:  Знание ES6+ спецификаций js; Применение функциональных и классовых компонентов; Применение state, жизненных циклов и родительских компонентов; Активная работа с формами; Умение отличать композицию от наследования; Применение однонаправленного потока данных; Знание и применение хуков (state, эффекты)    Опционально, опыт работы с библиотеками:  formik material-ui jsx moment  Ответственность и выполнение данных ранее обещаний, подразумевается по умолчанию :) Условия:  Оформление по ТК РФ. График 5\2 (кроме аварийных ситуаций); ЗП белая, строго 2 раза в месяц; Достойное рабочее место (оборудование обсуждается с успешным кандидатом); Офис в центре Москвы (3 минуты ходьбы от метро); Офис в центре Санкт-Петербурга; Удаленная работа и открытие офисов в других городах возможны по предварительной договоренности. ";"  Оформление по ТК РФ. График 5\2 (кроме аварийных ситуаций); ЗП белая, строго 2 раза в месяц; Достойное рабочее место (оборудование обсуждается с успешным кандидатом); Офис в центре Москвы (3 минуты ходьбы от метро); Офис в центре Санкт-Петербурга; Удаленная работа и открытие офисов в других городах возможны по предварительной договоренности. ";Техническое образование. Понимание асинхронной модели JavaScript/Node.js. Знание ООП. Знание ES6+ спецификаций js. Применение функциональных и классовых компонентов. ;Проектирование и разработка API высокотехнологичной медицинской информационной системы. Документирование/тестирование/логирование собственного кода. Formik. Material-ui. Jsx. Moment.;"JavaScript; Node.js; ООП; Умение работать в коллективе";259;0.16666666666666666;Web;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
51;62;Fullstack разработчик (python);8.0;4.0;Сенсориум Корпорейшн Москва;2019-12-09T16:28:40+0300;"Мы небольшой стартап на стыке VR, music и gaming индустрий. Создаем по-настоящему прорывной продукт рассчитанный на аудиторию США и Европы. В данный момент мы находимся в процессе формирования команды разработки. Вместе нам предстоит создать много разнообразных продуктовых сервисов, у вас будет возможность напрямую влиять на продукт.   Что предстоит делать:  разрабатывать web сервисы, чаще всего “с нуля”; участвовать в разработке архитектуры, тестировании, код ревью.  Обязательны:  знание python, javascript; опыт использования фреймворков flask/django; опыт кросс-браузерной разработки, хорошее знание HTML и CSS (sass/less); умение проектировать БД и оптимизировать запросы (PostgreSQL).  Будет плюсом:  знакомы с одним из js фреймворков: angular/react/vue; хорошее понимание linux; знание языка go; знакомство с AWS, docker, kubernetes.  Что мы готовы предложить:  офис в центре Москвы недалеко от метро (Тверская); гибкое начало рабочего дня, отсутствие дресс-кода; высокий уровень компенсации по результатами собеседования;  100% компенсация заработной платы на время больничного (15 дней в год);  возможен опцион по итогам испытательного срока. ";;Знание python, javascript. Опыт использования фреймворков flask/django. Опыт кросс-браузерной разработки, хорошее знание HTML и CSS (sass/less). ;Разрабатывать web сервисы, чаще всего “с нуля”. Участвовать в разработке архитектуры, тестировании, код ревью.;"Python; Django Framework; PostgreSQL; Linux; CSS; JavaScript; Flask; Golang; SQL; jQuery; AngularJS; vuejs";262;0.5;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
52;69;Ведущий frontend программист JavaScript (ReactJS / Redux);4.0;7.0;Эргиус;2019-12-12T09:26:05+0300;"ERGIUS - SAAS/PAAS система для эффективного контроля взаимодействия с государственными органами любой компании, работающей в российской юрисдикции. Благодаря уникальному алгоритму, валидирующему более 800 открытых источников, автоматизированные сервисы ERGIUS создают персонализированную экосистему в правовом поле, снижающую риски для бизнеса. Ядром системы со стороны пользователя является его компания, вокруг которой выстраивается набор функциональных сервисов, охватывающих все юридические и бизнесообразующие процессы клиента. Мы ищем разработчика, который:  Очень хорошо знает JavaScript и ReactJS / Redux. Понимает на что нужно обращать внимание при разработке страниц; Командный игрок и хочет обсуждать как технические, так и продуктовые идеи  Обязанности:  Разработка клиентской части нашего сервиса Архитектурный дизайн Рефакторинг существующего кода и внесение улучшений Code review Работу над продуктом от предположений, до реализации, сбора и анализа метрик  Требования:  Знание JavaScript на высоком уровне, для которого event loop не пустой звук Опыт работы с ReactJS / Redux Опыт разработки под Linux  Плюсом будет:  Опыт работы в Agile-команде Опыт CI/CD Опыт работы с GitLab, Jira Знакомство с Python или другим серверным языком  Что предлагаем  Адекватность и заинтересованность в общем деле всех участников команды Комфортное рабочее время с 10 до 18 часов Гибкий график работы по согласованию с руководителем Молодой, позитивный, сплочённый коллектив единомышленников Перспективы карьерного и финансового роста Заработная плата обсуждается индивидуально с каждым кандидатом на собеседовании. Мы будем рады вашему отклику и, при обоюдном интересе, предложим лучшие условия Оформление по ТК и белая зарплата ";;Знание JavaScript на высоком уровне, для которого event loop не пустой звук. Опыт работы с ReactJS / Redux. Опыт разработки под...;Разработка клиентской части нашего сервиса. Архитектурный дизайн. Рефакторинг существующего кода и внесение улучшений. Code review. Работу над продуктом от предположений...;"JavaScript; Git; Linux; ReactJS; Redux";269;0.0;Web;1;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
53;80;Frontend-разработчик;5.0;4.0;IConsult;2019-12-12T11:50:38+0300;"Мы Среди наших разработок есть как веб-сервисы, так и менее тривиальные проекты(captive-портал, IoT камера). Ваши задачи:  Разработка проектов (front-end части) с нуля; доработка существующих проектов; разработка бизнес-логики и front-end системы для поддержки продукта; проектирование пользовательских интерфейсов; создание функциональных API (совместная работа c back-end разработчиками); кроссбраузерная и адаптивная верстка HTML5/CSS3.  Наши требования:  VUE.js, React, JS, Jquery, HTML5, CSS3 - обязательно; знание SASS, Webpack 4.0, WebRTC, OSM - Ваше конкурентное преимущество.  Наши условия:  зарплата обсуждается и зависит от Ваших возможностей; полная занятость (удаленную работу готовы рассматривать) ; заработная плата белая, оформление по ТК РФ. ";;VUE.js, React, JS, Jquery, HTML5, CSS3 - обязательно. Знание SASS, Webpack 4.0, WebRTC, OSM - Ваше конкурентное преимущество.;Проектирование пользовательских интерфейсов. Создание функциональных API (совместная работа c back-end <highlighttext>разработчиками</highlighttext>). Кроссбраузерная и адаптивная верстка HTML5/CSS3.;" CSS; JavaScript; HTML; Git; HTML5";280;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;88;Back-end Laravel developer;10.0;8.0;Soshace;2019-12-11T11:16:32+0300;Soshace is an agency that joins IT professionals and companies all over the world on long-term remote projects since 2015. You’ll get:   Freedom to choose projects and your geography   Safety with regular payments and reliable clients   Self-development on modern projects in tech stack you have experience with.   What our developers think about the work at Soshace: Company that makes remote dev work easy “The great opportunity to work in an international team and get a cool experience. Well, the opportunity to receive a high salary” “Payment is always on time, so you dont have to worry about it. Great projects variety, you can find really interesting projects to be part of” We’ll be a great team together if you have:  3+ years of professional software development experience with PHP 1+ year of professional experience with Laravel A strong portfolio of projects in which you have taken part Spoken and written English skills on Upper-Intermediate level and higher.  Here are our basic requirements for you to check if you belong:   We use time-tracker to get information on your working hours   Projects last on average 6-9 months and more with a full-time workload   When the first project ends we’ll find you a second one and after that the third and so on   The hourly rate we offer depends on your qualification level: $20-$30 an hour.   Soshace recruitment team would be happy to tell you more about our opportunity when you send us your CV! ;;"Company that makes remote dev work easy&quot;. 3+ years of professional software <highlighttext>development</highlighttext> experience with PHP. 1+ year...";Safety with regular payments and reliable clients. We use time-tracker to get information on your working hours. ;"PHP; Laravel";288;0.16666666666666666;Web;1;0;0;1;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
55;89;JavaScript-разработчик;7.0;10.0;5Вижинс;2019-12-11T14:10:11+0300;"Ищем разработчика, способного писать на чистом JS, с соответствующим опытом работы. Требуемые знания и навыки:  Глубокое знание чистого JavaScript`а ООП: прототипы, классы, объекты Понимание области видимости, контекста выполнения функций, особенностей анонимных функций (а также bind, apply и т.д.) Умение работать с DOM-деревом, XHR, JSON, XML без вспомогательных фреймворков Умение работать с canvas и webgl Умение работать с HTML5 Video и Audio Умение работать с WebSocket Умение работать с Promise и понимание их работы Знание современных возможностей языка Знание современного API браузеров  Будет плюсом:  Понимание HTML/CSS-верстки, знание особенностей браузеров Опыт работы с ECMA 6, 7 Опыт самостоятельной разработки анимаций или использования библиотеки TweenLite  Обязанности:  делать html-версию продукта. Пример ТикТок / YouTube /Лента / профиль / сообщения и тд.  Условия:  график работы гибкий в разумных пределах (5/2); команда профессионалов; современный офис в Москва-сити; по желанию в 2020г релокация в Штаты со всей командой (оказываем визовую поддержку).   ";"  график работы гибкий в разумных пределах (5/2); команда профессионалов; современный офис в Москва-сити; по желанию в 2020г релокация в Штаты со всей командой (оказываем визовую поддержку).   ";Глубокое знание чистого JavaScript`а. ООП: прототипы, классы, объекты. Понимание области видимости, контекста выполнения функций, особенностей анонимных функций (а также...;Делать html-версию продукта. Пример ТикТок / YouTube /Лента / профиль / сообщения и тд.;" CSS; JavaScript; HTML; Git; HTML5";289;0.16666666666666666;Web;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;91;Программист-разработчик Back-End;7.0;4.0;УК ТАВРОС;2019-12-12T11:51:24+0300;Компания Смарт Технологии Инвест - специализированное ИТ-направление компании, российский разработчик программных и аппаратных решений для сельскохозяйственного производства и цифрового земледелия, осуществляет конкурсный отбор специалистов на вакансию Программист-разработчик Back-End. Требования к соискателю:   Уверенное знание ASP.Net Core, С#, JavaScript, Node.JS, RestAPI.   Навыки работы с системой контроля версий Git, GitLab   Опыт командной работы, не менее 2-х лет   Инструменты Postman, Swagger - являются преимуществом кандидата   Опыт работы с базами данных   Опыт создания контейнерных (Docker) решений   Написания тестов, настройки окружения и сборка проектов   Проактивное мышление   Решаемые задачи:   Комплексная разработка back-end функционала систем в области сельского хозяйства   Участие как в разработке новых частей системы, так и поддержке существующих   Взаимодействие с аналитиками, тестировщиками, другими разработчиками   Разработка интеграционных тестов (юнит, бизнес и функциональное тестирование)   Документирование выполненной работы   Условия:   Офис: МЦК Зорге, м. Октябрьское поле (10-15 минут пешком от метро)   Режим работы: ПН-ПТ, с 09:00 до 18:00 (с редкими отклонениями)   Официальное оформление, оплата больничного и отпусков   Работа в молодом коллективе профессиональных ИТ-специалистов   Конкурентная белая заработная плата (обсуждается с успешным кандидатом по результатам собеседования)  ;   Офис: МЦК Зорге, м. Октябрьское поле (10-15 минут пешком от метро)   Режим работы: ПН-ПТ, с 09:00 до 18:00 (с редкими отклонениями)   Официальное оформление, оплата больничного и отпусков   Работа в молодом коллективе профессиональных ИТ-специалистов   Конкурентная белая заработная плата (обсуждается с успешным кандидатом по результатам собеседования)  ;Уверенное знание ASP.Net Core, С#, JavaScript, Node.JS, RestAPI. Навыки работы с системой контроля версий Git, GitLab. Опыт командной работы, не...;Участие как в разработке новых частей системы, так и поддержке существующих. Взаимодействие с аналитиками, тестировщиками, другими <highlighttext>разработчиками</highlighttext>. Разработка интеграционных тестов...;"JavaScript; Git; Node.js; ASP.NET; C#; Базы данных; REST";291;0.0;Web;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
57;98;Java-разработчик, backend;5.0;5.0;ЮНИС Лабс;2019-12-10T15:14:35+0300;В связи с расширением штата для участия в проектах заказной разработки требуются специалисты: Технические требования:1.Знание Core Java2. Знания и опыт разработки J2EE и/или Spring.Опыт работы с серверами приложений наподобие IBM WAS и/или же Spring Boot будет плюсом.3. Знание SQL, JDBC и одного из ORM-фреймворковJPA, SpringData или же JOOQ будет плюсомЗнание PostgreSQL и опыт разработки будет плюсом5. Опыт работы в средствах коллективной разработки (Git, SVN) Является плюсом:1. Опыт разработки REST, SOAP- сервисов2. Опыт работы с EJB, JMS и средствами MQ (ActiveMQ, Rabbit, WebsphereMQ)3. Опыт работы со средствами сборки Maven/Gradle4. Опыт работы с любыми другими технология стека современных проектов - Spring Cloud, Docker, O2Auth, Spring Security, Jenkins/TeamCity, Flyway...5. Умение писать Юнит-тесты Условия работы:Работа full-time, гибкий график.Оформление по ТК.Испытательный срок 3 месяца.;;1.Знание Core Java. 2. Знания и опыт разработки J2EE и/или Spring. Опыт работы с серверами приложений наподобие...;;"Java EE; Java; Spring Framework; Git; SVN; Unit Testing";298;0.3333333333333333;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
