;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; .NET Framework;C++;C#; C#; ООП; SQL; Linux; PostgreSQL; MS Visual Studio; Git; C++;Git; ASP.NET; MS SQL; WPF; Entity Framework;С#; MVC; Qt; Visual Studio C#;Другие навыки
56;19;Программист С++/Qt;4.0;4.0;Cappasity Inc.;2019-12-06T11:49:58+0300;"Cappasity приглашает программиста C++ в команду. Разнообразные задачи - от работы над интерфейсом до решения обычных задач, связанных с разработкой десктопного приложения.   Требования:  QT framework  Знание паттернов, разработка многопоточных программ  Отличное знание C++. Умение разбираться в чужом коде.  Условия:  работа в бизнес-центре класса B+; профессиональный, карьерный и финансовый рост;. рабочий контракт с Американской компанией, работа в Москве; соблюдение ТК; заработная плата по результатам собеседования. ";QT framework. Знание паттернов, разработка многопоточных программ. Отличное знание C++. Умение разбираться в чужом коде.;;"Qt; JSON API; XML; C/C++; Web Api";"  работа в бизнес-центре класса B+; профессиональный, карьерный и финансовый рост;. рабочий контракт с Американской компанией, работа в Москве; соблюдение ТК; заработная плата по результатам собеседования. ";319;1.0;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
57;28;Программист ASP.NET Core удаленно;5.0;5.0;Блокчейн платформа CREDITS;2019-12-09T12:04:57+0300;Ищем в команду asp net разработчика удаленно со свободным графиком Обязанности:  Разработка новых сервисов на Asp Net core Поддержка текущих сервисов (Asp Mvc)  Требования:  Уверенное знание C#, ASP.NET MVC/core, Entity Framework 6.0/core Плюсом будет знание Vue.js, Angular, NodeJs Уверенная работа с git Связь через Jira, Skype  Условия:  Оплата почасовая + премии. Удаленная работа. Занятость от 30 до 60 часов в неделю, зависит от ваших возможностей и профессионализма График гибкий. ;Уверенное знание C#, ASP.NET MVC/core, Entity Framework 6.0/core. Плюсом будет знание Vue.js, Angular, NodeJs. Уверенная работа с...;Разработка новых сервисов на Asp Net core. Поддержка текущих сервисов (Asp Mvc).;"Git; C#; Atlassian Jira; ASP.NET; asp net core; MS SQL; jQuery; JavaScript; HTML5; .NET Framework";  Оплата почасовая + премии. Удаленная работа. Занятость от 30 до 60 часов в неделю, зависит от ваших возможностей и профессионализма График гибкий. ;328;0.5;C#_C++;1;0;0;1;0;1;0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
58;33;Full Stack C# .NET Developer (ASP.NET Core, Angular/React) / Team Lead;5.0;4.0;Вокорд;2019-12-11T12:34:08+0300;"В связи с расширением спектра решаемых задач ведем поиск ещё одной команды full stack разработчиков для реализации проектов в следующих областях:  Интеллектуальные транспортные системы; Мониторинг транспортных потоков; Фотовидеофиксация нарушений правил дорожного движения; Автоматизированные системы управления дорожным движением.  Обязанности:  Разработка ПО под вышеуказанные проекты.  Требования:  более 5 лет опыта разработки веб-сервисов на .Net Framework (WebAPI2) или ASP.Net Core (желательно). хорошее владение EF6/7. знание SQL и умение пользоваться одной из реляционных СУБД MS SQL Server, MySQL или PostgreSQL. Agile-mindset. желателен опыт Web-разработки (SPA) c использованием React (+ Redux) или Angular, или очень большое желание изучить один из них. Хорошо, если аббревиатуры DI, IoC, CI, CD для вас не пустой звук и вы знаете чем отличается RabbitMQ от Redis, в каких случаях может быть полезна MongoDb и зачем нужен Docker.  Если вы претендуете на позицию Team Lead, то у вас должен быть хороший опыт как бекэнд, так и фронтэнд разработки, понимание современных принципов построения распределённых приложений, принципов организации командной работы, паттерны (куда же без них). Условия:  Новые сложные проекты; Разнообразные задачи; Возможность использования самых современных технологий; Отсутствие необходимости поддержки Legacy-кода; Дружелюбный коллектив, состоящий из более чем 70 профессионалов своего дела; Современные подходы к управлению разработкой; Командные активности; Оплачиваемое обучение и профессиональные конференции; Отсутствие излишней бюрократии; Офис в 5-ти минутах ходьбы от м. Октябрьское поле / 3 минуты от станции МЦК Зорге; Все трудовые отношения оформляются в соответствии с ТК; Гибкий график работы (8 часовой рабочий день, пятидневная рабочая неделя); Испытательный срок 3 месяца; Полис ДМС после испытательного срока; Бесплатные обеды, кофе, чай; Высокая заработная плата. ";Более 5 лет опыта разработки веб-сервисов на .Net Framework (WebAPI2) или ASP.Net Core (желательно). Хорошее владение EF6...;Интеллектуальные транспортные системы. Мониторинг транспортных потоков. Фотовидеофиксация нарушений правил дорожного движения. Автоматизированные системы управления дорожным движением. Разработка ПО под вышеуказанные...;"AngularJS; PostgreSQL; ASP.NET; .NET Framework; React; SQL";"  Новые сложные проекты; Разнообразные задачи; Возможность использования самых современных технологий; Отсутствие необходимости поддержки Legacy-кода; Дружелюбный коллектив, состоящий из более чем 70 профессионалов своего дела; Современные подходы к управлению разработкой; Командные активности; Оплачиваемое обучение и профессиональные конференции; Отсутствие излишней бюрократии; Офис в 5-ти минутах ходьбы от м. Октябрьское поле / 3 минуты от станции МЦК Зорге; Все трудовые отношения оформляются в соответствии с ТК; Гибкий график работы (8 часовой рабочий день, пятидневная рабочая неделя); Испытательный срок 3 месяца; Полис ДМС после испытательного срока; Бесплатные обеды, кофе, чай; Высокая заработная плата. ";333;0.16666666666666666;C#_C++;1;0;0;0;1;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
59;34;Программист C/С++;5.0;4.0;PBF group;2019-12-10T18:46:17+0300;"Мы ищем программиста для сопровождения ПО для платежных POS-терминалов (проведение платежей по банковским картам) Обязанности:  Разработка, сопровождение, оптимизация кода прикладного ПО для ПОС-терминалов; участие в разработке архитектуры ПО; оформление документации.  Требования:  знания С/С++, ООП, паттерны проектирования; знание стека TCP/IP, умение работать с Linux socket, pipe. опыт разработки мультипоточных приложение под Linux приветствуется; желательно опыт разработки или сопровождения ПО для ПОС терминалов; желательно знание стандарта ISO8583 и хостовых протоколов (OpenWay, Compas+, Tieto, PosLine и др); желательно опыт работы с EMV, Paypass и Paywave ядрами/библиотеками желательно опыт работы с криптографическими библиотеками (SHA1, MD5, DES, RSA, SSL)  Условия:   Стабильная и конкурентоспособная заработная плата по результатам собеседования;   Оформление согласно ТК РФ;   Небольшой, дружный коллектив;   Свободный дресс-код;   Работа в офисе, в 5 мин от м. Калужская;   Уважаемые соискатели, просьба в сопроводительном письме указывать свои зарплатные ожидания.  ";Знания С/С++, ООП, паттерны проектирования. Знание стека TCP/IP, умение работать с Linux socket, pipe. Опыт разработки мультипоточных приложение...;Разработка, сопровождение, оптимизация кода прикладного ПО для ПОС-терминалов. Участие в разработке архитектуры ПО. Оформление документации.;"C/C++; ООП; Linux; TCP/IP; ISO8583; OpenWay; EMV";"   Стабильная и конкурентоспособная заработная плата по результатам собеседования;   Оформление согласно ТК РФ;   Небольшой, дружный коллектив;   Свободный дресс-код;   Работа в офисе, в 5 мин от м. Калужская;   Уважаемые соискатели, просьба в сопроводительном письме указывать свои зарплатные ожидания.  ";334;0.16666666666666666;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
60;39;Разработчик C# / ASP.NET;5.0;4.0;Потапов Леонид Викторович;2019-12-11T19:52:10+0300;В оптовую компанию OptMoyo.ru требуется программист-разработчик.. Работа с сайтами компании Разработка программ для сайтов, складских программ, выгрузки, оптимизация, синхронизации. Навыки: Ключевые навыки: MS DotNet (c#), Asp.Net WebForms, Asp.MVC, MS SQL (на уровне написания непростых хранимых процедур, оптимизации индексов/запросов и прочего), HTML5, CSS3, jQuery Условия: - Гибкий график работы: работа в офисе, возможно удаленно. - Официальное оформление по ТК РФ - Находимся недалеко от МЦК Соколиная Гора;Навыки: Ключевые навыки: MS DotNet (c#), Asp.Net WebForms, Asp.MVC, MS SQL (на уровне написания непростых хранимых процедур, оптимизации индексов/запросов...;Работа с сайтами компании. Разработка программ для сайтов, складских программ, выгрузки, оптимизация, синхронизации.;"ASP.NET; MS SQL; HTML5; C#; CSS3; MVC"; - Гибкий график работы: работа в офисе, возможно удаленно. - Официальное оформление по ТК РФ - Находимся недалеко от МЦК Соколиная Гора;339;0.0;C#_C++;1;0;0;1;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
61;49;Senior C++ developer/ Team Lead;5.0;8.0;Кортекс;2019-12-10T16:48:55+0300;"Компания ООО Кортекс занимается разработкой продуктов в сфере массового беттинга. Команда С++ расширяется и мы ищем Senior C++ Developer/Team lead. Чем предстоит заниматься:  Написание новых и развитие старых микросервисов. Писать понятный и чистый код, участвовать в код ревью Помогать код кавереджу стремиться к 100 % Проектировать контракт между компонентами системыработать в команде (С++ разработчиков 5 человек в команде) Поднимать метрики “RPS до небес” Мониторинг/сбор метрик с наших сервисов  Для нас важно:  Последние 2 года занимались коммерческой разработкой на С++ последних версий, в том числе C++ от 14 версии и выше Создавали и развивали микросервисы на С++  Будет плюсом:  Знаете принципы KISS, DRY Постоянно самосовершенствуетесь Знание NoSQL Опыт работы с docker  Мы предлагаем:  Возможность влиять на продукт Простор для профессионального роста Совместную работу с лучшими специалистами на рынке Максимально комфортные условия труда Гибкий график и минимум бюрократии Вознаграждение, зависящее только от Ваших знаний и трудоспособности; ";Последние 2 года занимались коммерческой разработкой на С++ последних версий, в том числе C++ от 14 версии и выше. ;Проектировать контракт между компонентами системы. Работать в команде (С++ <highlighttext>разработчиков</highlighttext> 5 человек в команде). Поднимать метрики “RPS до небес”. ;"PostgreSQL; C++; ORACLE; Unit Testing; Multithreading";"  Возможность влиять на продукт Простор для профессионального роста Совместную работу с лучшими специалистами на рынке Максимально комфортные условия труда Гибкий график и минимум бюрократии Вознаграждение, зависящее только от Ваших знаний и трудоспособности; ";349;0.3333333333333333;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
62;50;Frontend-разработчик Vue.js /.NET;7.0;5.0;Девпарк;2019-12-11T15:04:37+0300;Добрый день, приглашаем в проект по разработке интерфейса онлайн CRM системы для продажи и управления рекламой. Задачи:   Разработка UI и серверного API   Используемые технологии   Vue.js, Semantic UI, DevExtreme, .NET Framework, .Net Core   Условия   Работа в команде высокопрофессиональных коллег в продуктовой компании. Для нас разработка - основной бизнес.   Разработка продуктов на передовом стеке технологий   Постоянная динамика в профессиональном развитии   Удаленная работа   Рекомендуемый опыт   .NET как серверная часть.   Клиент - Vue.js / React   Devexpress компоненты DevExtreme   Знакомство с SignalR, RabbitMQ, Microsoft Azure Service Fabric.а   framework7  ;Vue.js, Semantic UI, DevExtreme, .NET Framework, .Net Core.;Разработка UI и серверного API.;"Vue.js; .NET Framework; .NET Core; Developer Express; UI; CRM; C#; JavaScript; LINQ";" .NET Framework;C++;C#; C#; ООП";350;0.16666666666666666;C#_C++;1;0;0;1;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;52;Программист C#;7.0;4.0;ИНВИТРО;2019-12-06T10:54:03+0300;"ОБЯЗАННОСТИ:  Участие в проектах по разработке ПО в качестве программиста; Доработка существующих бизнес приложений компании; Работа в проектах интеграции.  ТРЕБОВАНИЯ:  Опыт разработки на C# от 5 лет; Опыт работы с высоконагруженными сервисами; Опыт работы с командой разработчиков; Управление задачами; Знание T-sql, EF, WCF, ASP.NET MVC; Знание JQuery желательно; Опыт работы с.Net Core предпочтительно.  УСЛОВИЯ:  Оклад обсуждаем на встрече; Комфортный график (возможность выбора начала рабочего дня); Офис в пяти минутах пешком от м. Нагатинская (есть парковка); Работа в профессиональной команде; Хорошее рабочее место с современным компьютером; Дополнительные 3 дня отпуска к основному отпуску 28 дней; Возможность стороннего обучения за счет компании; Корпоративные скидки на услуги компании: 30 % скидки на анализы, УЗИ и прием профильных специалистов для Вас и членов семьи. Частичная компенсация услуг, направленных на здоровье, спорт, обучение (спустя 6 месяцев работы в компании). ";Опыт работы с высоконагруженными сервисами. Опыт работы с командой <highlighttext>разработчиков</highlighttext>. Управление задачами. Знание T-sql, EF, WCF, ASP.NET MVC. ;Участие в проектах по разработке ПО в качестве <highlighttext>программиста</highlighttext>. Доработка существующих бизнес приложений компании. Работа в проектах интеграции.;"SQL; WCF; Entity Framework; ASP.NET; MVC; jQuery; C#";" .NET Framework;C++;C#; C#; ООП";352;1.0;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;55;Middle .NET/C#/WPF Developer;4.0;4.0;Симогин Алексей Владимирович;2019-12-12T11:09:27+0300;Обязанности:  Participate in full software development life cycle: developing the companys current and new software products  Требования:  3+ year of .NET development experience: C#, WPF/MVVM, WCF, ASP.NET MVC, LINQ Computer science fundamentals: data structures, algorithms Strong math background: mathematical statistics, regression analysis, artificial intelligence methods, like genetic algorithms Strong OOP, SOLID, Design Patterns knowledge and understanding English: upper-intermediate, Experience in using DevExpress components Experience implementing clients for 3rd party APIs providing data and/or Brokers APIs, in particular, Interactive Brokers API knowledge will be a plus Understanding of financial markets trading principles will be a plus  Условия:  Opportunity to work in foreign company in software development for banking, investments and financial markets trading area Project-related work, flexible work schedule and possibility to work remotely Participating .NET-related conferences Possible short-term travel to Europe ;3+ year of .NET <highlighttext>development</highlighttext> experience: C#, WPF/MVVM, WCF, ASP.NET MVC, LINQ. Computer science fundamentals: data structures, algorithms. ;"Participate in full software <highlighttext>development</highlighttext> life cycle: <highlighttext>developing</highlighttext> the company&#39;s current and new software products. Opportunity to work in...";"WCF; WPF; C#; ASP.NET MVC; Entity Framework; .NET Framework; Design Patterns; MVC; LINQ; MS SQL Server; Git";  Opportunity to work in foreign company in software development for banking, investments and financial markets trading area Project-related work, flexible work schedule and possibility to work remotely Participating .NET-related conferences Possible short-term travel to Europe ;355;0.0;C#_C++;1;0;0;1;0;0;0;1;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
65;56;Инженер-разработчик C#;7.0;5.0;Detego;2019-12-11T16:01:41+0300;"Detego - это инновационная компания, ведущий поставщик RFID-решений для сектора розничной торговли. Наши продукты позволяют повысить эффективность управления товарными запасами, а также взаимодействия с покупателями. Среди клиентов, над глобальными проектами которых мы работаем, - adidas, Levi’s, Estée Lauder, Marc O’Polo и другие. Ожидайте работу над уникальными проектами на стыке программных и аппаратных решений. Компания имеет головной офис в Лондоне, Великобритания, а также офис разработки в городе Грац, Австрия. С целью усиления технологического потенциала мы открыли офис разработки и клиентской поддержки в городе Москве и приглашаем вас присоединиться к нашей международной команде. Ваша область ответственности:   Проектирование, спецификация и реализация высокопроизводительных распределенных программных систем и приложений для крупных компаний с мировым именем; Активное участие в разработке клиент-серверных приложений по гибкой методологии.  Ваш профиль:   Уверенное владение .NET (C#, WCF, .NET Core, Entity Framework); Опыт интеграции и создания REST API; Хорошее знание реляционных баз данных, преимущественно Microsoft SQL; Преимуществом будет знание облачных технологий (Azure); Преимуществом будет опыт frontend-разработки (Angular, JavaScript, CSS); Абстрактное мышление и тяга к новым технологиям; Умение понятно излагать сложные концепции и идеи письменно и устно; Способность общаться в мультикультурной среде (желательно знание английского языка хотя бы на уровне intermediate).  Мы предлагаем:  Достойную денежную компенсацию; Интересный проект со сложными и разнообразными задачами; Простые и понятные пути решения возникающих вопросов; Современную технику для работы; Комфортабельный современный офис в центре Москвы в пешей доступности от метро; Возможны командировки, в том числе длительные (Европа, США); Прекрасные возможности для развития в молодой и динамично-растущей компании; Отличный шанс повысить свой уровень английского (либо немецкого, при желании); Возможность поучаствовать в становлении нового технологического рынка; Поддержку и всестороннее обучение. ";Уверенное владение .NET (C#, WCF, .NET Core, Entity Framework). Опыт интеграции и создания REST API. Хорошее знание реляционных баз данных...;Проектирование, спецификация и реализация высокопроизводительных распределенных программных систем и приложений для крупных компаний с мировым именем. Активное участие в разработке...;".NET Framework; C#; WCF; Entity Framework; MS SQL; Английский язык; AngularJS; MS Visual Studio; ASP.NET; Git; JavaScript";"  Достойную денежную компенсацию; Интересный проект со сложными и разнообразными задачами; Простые и понятные пути решения возникающих вопросов; Современную технику для работы; Комфортабельный современный офис в центре Москвы в пешей доступности от метро; Возможны командировки, в том числе длительные (Европа, США); Прекрасные возможности для развития в молодой и динамично-растущей компании; Отличный шанс повысить свой уровень английского (либо немецкого, при желании); Возможность поучаствовать в становлении нового технологического рынка; Поддержку и всестороннее обучение. ";356;0.16666666666666666;C#_C++;1;0;0;1;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
66;58;Разработчик Unity 3D / Программист C# Software Developer VR & AR;5.0;4.0;Enter VR;2019-12-11T22:20:47+0300;"«Enter VR» - молодая, быстроразвивающаяся, целеустремленная команда. Мы занимаемся разработкой приложений виртуальной и дополненной реальности как под заказ коммерческого и государственного сектора, так и развитием собственных VR/AR продуктов и технологий. Мы приглашаем к участию в разработке игровых, презентационных и корпоративных VR/AR проектов профессионально грамотного и ответственного разработчика приложений на движке Unity 3D. Обязанности:  Проектирование, реализация, отладка и поддержка кода механик на базе Unity 3D; Разработка игровых, презентационных и корпоративных VR/AR проектов; Разработка многопользовательских решений; Взаимодействие с художниками, дизайнерами, тестировщиками и другими разработчиками; Программирование на C# в контексте Unity 3D; Рецензирование кода, оптимизация.  Требования к соискателям:  Опыт работы в геймдеве, либо в других областях, связанных с разработкой на Unity3D; Уверенное знание Unity3D; Наличие завершенных проектов; Отличное знание принципов ООП, программных алгоритмов, структур данных, умение применять их на практике; Понимание основных паттернов разработки, инструментов, технологий, процесса разработки; Наличие портфолио работ, выполненных на Unity 3D (коммерческих или собственных); Опыт работы с языком программирования C# не менее 1 года; Наличие представления о софте, используемом в игровой индустрии; Умение работать с системами контроля версий: Git; Технический английский.  Личные качества:  высокий уровень ответственности; умение доводить начатое до конца; умение работать в режиме многозадачности; быстрая обучаемость; внимание к деталям и способность видеть задачи и проблемы в целом.  Плюсами будут:  опыт в разработке VR/AR приложений; опыт разработки мобильных приложений (iOS/Android); опыт работы с ARCore, ARKit, Vuforia, EasyAR, Kinect, SteamVR, Oculus SDK, Microsoft Hololens; опыт написания шейдеров (ShaderLab/HLSL); знания принципов работы сети (TCP/IP, REST API, WebSocket); знания других языков (JS/Python/C++); опыт интеграции и использования сторонних сервисов в Unity3D проекты (например, Firebase SDK); опыт с 360 видео в Unity; опыт работы с UniRx, Zenject и др; понимание принципов работы 3D-моделирования; опыт работы с игровым движком Unreal Engine 4.  Условия:  Дружная и слаженная команда; Официальное оформление; Интересные VR/AR проекты; Заработная плата: по результатам собеседования; выплачивается 2 раза в месяц; Профессиональное развитие и рост вместе с компанией.  О нас: молодая, быстроразвивающаяся, целеустремленная команда. В каждом человеке мы очень ценим трудолюбие, инициативу, ответственность, позитивный настрой, желание развиваться в профессиональном и личном плане, желание улучшать окружающий нас мир. В свою очередь мы готовы оплачивать обучение сотрудников, предоставить доступ к новым технологиям, постоянные новые и интересные задачи, профессиональное и личное развитие, прямую зависимость между вкладом сотрудника в успешность компании и его личным благосостоянием.";Опыт работы в геймдеве, либо в других областях, связанных с разработкой на Unity3D. Уверенное знание Unity3D. ;Разработка многопользовательских решений. Взаимодействие с художниками, дизайнерами, тестировщиками и другими <highlighttext>разработчиками</highlighttext>. Программирование на C# в контексте Unity 3D. ;"C#; ООП; Visual Studio C#; Git; vuforia; C/C++; Unity; Разработка компьютерных Игр; виртуальная реальность; дополненная реальность; VR; AR; Augmented Reality; Virtual Reality; ARCore; ARKit; iOS; Android SDK; Android; Game Programming";"  Дружная и слаженная команда; Официальное оформление; Интересные VR/AR проекты; Заработная плата: по результатам собеседования; выплачивается 2 раза в месяц; Профессиональное развитие и рост вместе с компанией.  О нас: молодая, быстроразвивающаяся, целеустремленная команда. В каждом человеке мы очень ценим трудолюбие, инициативу, ответственность, позитивный настрой, желание развиваться в профессиональном и личном плане, желание улучшать окружающий нас мир. В свою очередь мы готовы оплачивать обучение сотрудников, предоставить доступ к новым технологиям, постоянные новые и интересные задачи, профессиональное и личное развитие, прямую зависимость между вкладом сотрудника в успешность компании и его личным благосостоянием.";358;0.0;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
67;64;Разработчик C++ на UE4 (middle);5.0;4.0;ANVIO;2019-12-11T13:57:56+0300;"Приглашаем разработчика уровня не ниже middle в команду Anvio VR.Наша VR-платформа уже функционирует в клубах по всему миру, но есть много нового функционала, который мы хотим внедрить. Будем просто счастливы, если у тебя есть опыт в инверсной кинематике :) Мы – лучшая команда по разработке full body VR-игр в Европе. Разрабатываем VR-игры, выставочные экспозиции, serious games на на C++ и Unreal Engine 4. Наши собственные локации находятся в Москве, а локации партнеров - в СНГ, Европе, Ближнем Востоке и мы продолжаем расширять географию! Обязанности:  Разработка VR-игр; Разработка нового функционала и усовершенствование текущего функционала vr-платформы; Написание тестов, рефакторинг и документирование; Взаимодействие с художниками, дизайнерами и другими группами разработки; Участие в отладке внутренних процессов разработки (code review, code style, deployment flow).  Требования:  Знание С++ в контексте Unreal Engine 4; Знание Unreal Engine 4 Blueprints; Плюсом будет коммерческий опыт работы в геймдеве; Понимание клиент-серверного взаимодействия в контексте Unreal Engine 4; Навыки работы с Git/SVN/Perforce или другими системами контроля версий; Понимание и принятие необходимости документировать и тестировать свой код.  Мы предлагаем:  Оклад обсуждается индивидуально, в зависимости от уровня. Стабильная оплата труда; Гибкое начало рабочего дня; Нетривиальные задачи - мы делаем то, что до нас мало кто делал; Оформление по ТК; Офис на м. Ул 1905 года / Краснопресненская; Увлеченная своим делом команда. ";Знание С++ в контексте Unreal Engine 4. Знание Unreal Engine 4 Blueprints. Плюсом будет коммерческий опыт работы в геймдеве. ;Разработка VR-игр. Разработка нового функционала и усовершенствование текущего функционала vr-платформы. Написание тестов, рефакторинг и документирование. Взаимодействие с художниками...;"C++; UnrealEngine";"  Оклад обсуждается индивидуально, в зависимости от уровня. Стабильная оплата труда; Гибкое начало рабочего дня; Нетривиальные задачи - мы делаем то, что до нас мало кто делал; Оформление по ТК; Офис на м. Ул 1905 года / Краснопресненская; Увлеченная своим делом команда. ";364;0.16666666666666666;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
68;65;Программист С++;5.0;4.0;Элекснет;2019-12-09T11:49:12+0300;"Обязанности:  Разработка ПО для терминалов банковского самообслуживания ( C ++, Boost, WinApi, многопоточность); Поддержка старого программного обеспечения (C ++ Builder); Интеграция нового оборудования; Работа с железом.  Желательно:  Опыт работы с валидаторами и монетоприёмниками CCNet (основной протокол), V2E, EBDS, ID-003 Знание стандартов ISO 14443-3, ISO 14443-4 и ISO 7816 Опыт работы с mPOS терминалами Опыт с устройствами класса HID Опыт разработки терминального либо вендингового ПО, включая его серверную часть Опыт работы с WinDBG, ТDD  Требования:  Опыт программирования С++ от 5 лет; Стек: С++ WinApi, boost, STL; Высшее образование (профильное); Приветствуется опыт работы с финансовым оборудованием.  Условия:  Оформление по ТК РФ Белая заработная плата (уровень дохода готовы обсудить на собеседовании) Возможность профессионального развития, работа в дружном, сплоченном коллективе Офис: м. Белорусская График: 5/2 ДМС ";Опыт работы с валидаторами и монетоприёмниками CCNet (основной протокол), V2E, EBDS, ID-003. Знание стандартов ISO 14443-3...;Разработка ПО для терминалов банковского самообслуживания ( C ++, Boost, WinApi, многопоточность). Поддержка старого программного обеспечения (C ++ Builder). ;;  Оформление по ТК РФ Белая заработная плата (уровень дохода готовы обсудить на собеседовании) Возможность профессионального развития, работа в дружном, сплоченном коллективе Офис: м. Белорусская График: 5/2 ДМС ;365;0.5;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
69;67;Программист C/С++;5.0;4.0;РАСУ;2019-12-12T13:05:20+0300;"Обязанности:  Разработка, техническая поддержка и внедрение программного обеспечения под управлением ОС Linux/Windows на объектах энергетики; Администрирование ОС Linux/Windows на объектах энергетики; Модернизация ПО в соответствии с новыми техническими требованиями.  Задачи:  Разработка программного обеспечения шлюза сопряжения СКУ ЭЧ с СВБУ.    Требования:  Высшее образование; Навыки администрирования Linux, программирование на С/С++ под Linux , в среде Qt, знаком с RegExp, TCP/IP, ICMP, NTP; Знание протоколов телемеханики стандартов семейства МЭК 60870, МЭК 61850, ModBus.    Условия:  Уровень заработной платы обсуждается индивидуально с успешным кандидатом; Социальный пакет: соблюдение ТК РФ, ДМС, корпоративное обучение, годовой бонус по результатам выполнения КПЭ; Месторасположение офиса – м. Нагорная. ";Высшее образование. Навыки администрирования Linux, программирование на С/С++ под Linux , в среде Qt, знаком с RegExp, TCP/IP, ICMP...;Разработка, техническая поддержка и внедрение программного обеспечения под управлением ОС Linux/Windows на объектах энергетики. Администрирование ОС Linux/Windows на...;"Qt; Linux; C++; Windows 7; C/C++";"  Уровень заработной платы обсуждается индивидуально с успешным кандидатом; Социальный пакет: соблюдение ТК РФ, ДМС, корпоративное обучение, годовой бонус по результатам выполнения КПЭ; Месторасположение офиса – м. Нагорная. ";367;0.0;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
