;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; MySQL; Git;PHP; ООП; PostgreSQL; PHP; JavaScript; HTML; jQuery; Yii; Ajax; Linux;MySQL; PHP7; CSS3; Yii2; Redis; 1С-Битрикс; SQL; Docker;Другие навыки
28;12;Веб-программист (PHP);4.0;2.0;Гарант;2019-12-12T12:06:13+0300;В Компанию Гарант (29 лет на рынке информационных технологий) требуется веб-программист. Цель позиции: Обеспечить своевременную и качественную поддержку функционирования существующих программных модулей Интернет-проектов компании, разработку новых.   Обязанности:  Cопровождение сайта информационно-правового портала (СМИ) ГАРАНТ.РУ с посещаемостью более 10 млн человек в месяц. Написание программного кода для утвержденного функционала. Поддержка работоспособности разработанных решений. Оптимизация и развитие разработанных решений. Принятие решения о методе и средствах решения задачи (для небольших локальных задач).  Требования:  Высшее техническое образование. Опыт работы в веб-разработке. Приветствуются профильные курсы и профессиональные аттестаты (cредства разработки ПО в рамках актуальных технологий). Владение технологиями PHP, MYSQL, JAVASCRIPT, XML, AJAX, CSS.    Условия работы:  Комфортабельный офис в пешей доступности от м.Ломоносовский проспект. Гибкий график работы (по согласованию с руководителем). Возможности для удаленной работы нет. Белая заработная плата: 90 000 в месяц gross. Полное соблюдение ТК РФ (оформление в штат, оплата отпусков и больничных листов). ;;Высшее техническое образование. Опыт работы в веб-разработке. Приветствуются профильные курсы и профессиональные аттестаты (cредства разработки ПО в рамках актуальных...;Cопровождение сайта информационно-правового портала (СМИ) ГАРАНТ.РУ с посещаемостью более 10 млн человек в месяц. Написание программного кода для утвержденного...;" MySQL; Git;PHP; ООП; PostgreSQL";212;0.0;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;23;Web-программист PHP (Middle);4.0;4.0;Веб-сервис Групп;2019-12-11T14:46:08+0300;Вам предстоит:  Принимать участие в разработке универсального шаблонного решения на Битрикс. Разработка, расширение и поддержка Back-end проектов компании (подбор и внедрение решений, внесение корректировок). Разработка новых веб-ресурсов.  Необходимые навыки:  Знание PHP (приветствуется аккуратность в коде). Хороший опыт работы с Bitrix. Знание основ HTML и CSS.  Будет плюсом:  Опыт внедрения Битрикс24. Опыт интеграции с внешними системами (Битрикс 1С, платежные системы, телефония, социальные сети и др.). Знание JavaScript.  Условия:   Работа в офисе в центре города (шаговая доступность от метро Киевская).   Гибкий график в рамках 8-часового рабочего дня.   Конкурентный уровень оплаты труда.   Официальное оформление, оплата отпусков и больничных.   Дружный коллектив, приятная атмосфера.   Чай, кофе и прочее.  ;   Работа в офисе в центре города (шаговая доступность от метро Киевская).   Гибкий график в рамках 8-часового рабочего дня.   Конкурентный уровень оплаты труда.   Официальное оформление, оплата отпусков и больничных.   Дружный коллектив, приятная атмосфера.   Чай, кофе и прочее.  ;Знание PHP (приветствуется аккуратность в коде). Хороший опыт работы с Bitrix. Знание основ HTML и CSS. Опыт внедрения Битрикс24. ;Принимать участие в разработке универсального шаблонного решения на Битрикс. Разработка, расширение и поддержка Back-end проектов компании (подбор и внедрение...;"JavaScript; Материальная ответственность; PHP; Работа в команде; 1С-Битрикс; MySQL";223;0.16666666666666666;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
30;49;Программист PHP/разработчик сайта;5.0;4.0;Козлов Николай Иванович;2019-12-09T15:31:59+0300;Работа над сайтом https://distant-nik.ru/, www.psychologos.ru и другими моими сайтами. Работа на несколько лет. Обязанности:  20 часов в неделю, Не пропадать  Требования:  По серверной стороне - уверенное знание PHP, Laravel, Vue.js, SQL (MySQL), умение строить сложные SQL запросы. Требования к клиентской стороне: Vue.js, SCSS.  Условия:  Удаленно, Свободный график, В команду программистов ;  Удаленно, Свободный график, В команду программистов ;Не пропадать. По серверной стороне - уверенное знание PHP, Laravel, Vue.js, SQL (MySQL), умение строить сложные SQL запросы.;Работа над сайтом https://distant-nik.ru/, www.psychologos.ru и другими моими сайтами. Работа на несколько лет.;"MySQL; PHP";249;0.5;PHP;1;1;0;0;0;0;0;1;0;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;53;Web full-stack разработчик (PHP, JS).;3.0;3.0;ITSOFT;2019-12-10T19:45:43+0300;"В команду itsoft ищем разработчика, которому интересно работать с разными инструментами, фреймворками и интересно осваивать новые и/или редкие технологии, возможно, рулить разработкой. Базовая комплектация опыта: PHP, MySQL, Laravel (или Yii, Symfony) , понимание фронт-енд разработки (фронтендеры в команде есть). Отличное понимание, как создается web-продукт в целом, понимание его архитектуры. Хорошие привычки в ведении проектов - документирование кода, код ревью, использование таск-трекеров, оценка трудоемкости задач и четкое соблюдение сроков, навыки командной работы. Желание улучшать процесс разработки. Готовность быть играющим тренером, выполнять функции тимлида. Тюнинг: Желание и готовность разрабатывать стандарты; Опыт front-end разработки, JS+Ajax; Опыт выстраивания процессов разработки в компании.   Разработкой и поддержкой сайтов мы занимаемся уже 20 лет. Если вы ищете разнообразные проекты и команду для постоянной работы, не любите бюрократию и ограничения в принятии решений, готовы проявлять инициативу и постоянно учиться новому, у нас вам точно понравится. Подробнее о работе у нас:  Формат работы: full-time, офис. Офис на набережной возле м. Китай-Город; график 5/2 с гибким началом рабочего дня (9-11); работаем с известными брендами и крупными клиентами; оплачиваемое обучение (100% компенсация) — профильные курсы и мероприятия, литература; компенсация половины расходов на спорт и медицину; оплачиваемые обеды (компенсация 60-90% стоимости) в ближайших кафе с первого дня работы; свободная атмосфера и молодой коллектив, в котором интересно работать; взаимная лояльность между руководством и всеми сотрудниками; соблюдение ТК РФ.  Возможности:   разнообразие и возможность попробовать всё и везде. Мы разрабатываем промо-, продуктовые сайты, корпоративные порталы, интернет-магазины и др.;   вы сможете самостоятельно принимать решения, а при возникших трудностях есть, кому задавать вопросы;   возможность реализовывать свои идеи — мы всегда открыты для нового и не будем ограничивать ваш потенциал.   Будьте готовы дать ссылки на проекты и рассказать о своей роли в них.";;"Базовая комплектация&quot; опыта: PHP, MySQL, Laravel (или Yii, Symfony) , понимание фронт-енд разработки (фронтендеры в команде есть). Отличное понимание, как...";;"PHP; MySQL; Ajax; JavaScript";253;0.16666666666666666;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;55;Go/PHP developer;6.0;7.0;A3F Group;2019-12-12T14:24:45+0300;Наш продукт - уникальная unified-аккаунт платформа для партнерского маркетинга, с собственным трекером и пулом инструментов для партнерских сетей, вебмастеров и рекламодателей. Этой осенью мы готовимся к выходу на американский и европейский рынки. Стек платформы: Openresty, Go, Redis, Clickhouse, Gitlab Ci, Docker Сейчас мы в поисках программиста для разработки микросервисов на Go и поддержки сервиса, реализованного на highload-фреймворке Openresty-nginx (Lua). Требования к соискателям:  Опыт разработки на Go, умение писать надежный и оптимизированный код Умение писать unit / feature / integration тесты Умение работать в команде, использовать git (gitflow) Отличное знание SQL, умение изучать новые синтаксические особенности, умение оптимизировать запросы Умение разбираться в незнакомой предметной области Умение разбираться в чужом коде, соблюдать код-стайл Опыт разработки от 2-х лет  Будет плюсом:  Опыт разработки на Lua / Python / C / PHP / JS Опыт работы с фреймворками Опыт работы с высоконагруженными системами Знакомство с микросервисной архитектурой Опыт работы с Clickhouse Знание MySQL/PostgreSQL Опыт работы с docker  Чем наш проект крутой:• Во-первых, мы создаем проект в рамках digital холдинга A3F Group, который уверенно чувствует себя в России, и сейчас захватывает весь мир. И да, мы не занимаемся сторонней разработкой, только собственными проектами.• Во-вторых, большая команда разработки. Сидим вместе с ребятами из других проектов, общаемся, передаем опыт. Мы все гордимся проектами, над которыми работаем. А также имеем возможность перейти из проекта в проект, если хотим расширить свой опыт.• В-третьих, бесплатный спортзал прямо в БЦ, футбол/баскетбол/пинг понг. ЗОЖ (по будням).• Ну и последнее, офис класса А+ на севере Москвы, рядом с парком, в шаговой доступности от метро. Велодоступность от МЦК (есть велопарковки). Мы предлагаем:Конкурентную заработную плату по результатам собеседования. Гибкое начало рабочего дня, настольный теннис, PlayStation, чай-кофе, бесплатный спортзал.  ;Конкурентную заработную плату по результатам собеседования. Гибкое начало рабочего дня, настольный теннис, PlayStation, чай-кофе, бесплатный спортзал.  ;Опыт разработки на Go, умение писать надежный и оптимизированный код. Умение писать unit / feature / integration тесты. Умение работать в команде...;Наш продукт - уникальная unified-аккаунт платформа для партнерского маркетинга, с собственным трекером и пулом инструментов для партнерских сетей, вебмастеров и...;"Git; Redis; PostgreSQL; Python; MySQL";255;0.0;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
33;64;PHP-программист;5.0;4.0;Инфорос;2019-12-11T16:06:01+0300;"Требуемый опыт работы: от 2 лет Полная занятость, полный день Инфорос - центральное российское информационное агентство. Мы работаем в области рекламы и PR, политического и предпринимательского консалтинга, администрирования крупных государственных и международных информационных проектов. Среди наших проектов – форум ШОС, БРИКС, организация форумов для правительства Москвы и области, а так же проведение развлекательных мероприятий. В арсенале нашего агентства свыше 300 информационных сайтов. Нам в команду требуется: PHP программист, который выполнял бы следующие функции:  Разработка и модернизация информационных и новостных сайтов проектов агентства Разработка web-приложений и систем администрирования для сайтов Верстка шаблонов  Для выполнения вышеизложенных задач кандидат должен знать (уметь):  PHP (5.6 и выше) + MySQL – понимать разницу версий php, смог бы переделывать код c php 5.6 на 7 Обладать знаниями валидной кроссбраузерной адаптивной блочной верстки (знание HTML5 + CSS3 + JavaScript, jQuery, VueJS) Знание bitrix, yii2, Laravel - будет плюсом, но не обязательно Понимание основ работы ОС Unix  Условия:  полный рабочий день, возможен гибкий график зарплата по результатам собеседования Испытательный срок – 3 месяца  Место работы: Москва, м. Академическая, м. Профсоюзная; Кржижановского, 5 минут от метро Академическая/ Профсоюзная  ";"  полный рабочий день, возможен гибкий график зарплата по результатам собеседования Испытательный срок – 3 месяца  Место работы: Москва, м. Академическая, м. Профсоюзная; Кржижановского, 5 минут от метро Академическая/ Профсоюзная  ";PHP (5.6 и выше) + MySQL – понимать разницу версий php, смог бы переделывать код c php 5.6 на...;Разработка и модернизация информационных и новостных сайтов проектов агентства. Разработка web-приложений и систем администрирования для сайтов. Верстка шаблонов.;"jQuery; JavaScript; MySQL; PHP5; CSS3; PHP; Кроссбраузерная верстка; HTML; Ajax";264;0.16666666666666666;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
34;67;Backend-разработчик PHP;4.0;4.0;Эд-АйТи;2019-12-10T14:22:57+0300;Стабильная компания, более 9 лет на рынке, системный интегратор и разработчик программного обеспечения, приглашает на вакансию Backend-разработчика. Компания в рамках своих проектов создает распределенные серверные приложения с WEB приложения. Проекты связаны с разработкой программно-аппаратных комплексов в области телекоммуникаций и их сопровождением. Проекты компании: Система мониторинга качества каналов связи, Автоматизированная Система Расчетов Tixen, система управления рекламными видео поверхностями и др.   Обязанности:  Разработка программных модулей для распределенных систем сбора и обработки данных Участие в сопровождении и развитии текущих проектов компании (в качестве 3 линии поддержки, общения с неквалифицированным персоналом нет) Доработка и исправление ошибок Участие в проектировании новых подходов и решений  Требования:  Образование: высшее техническое Знание языка: английский технический, чтение и перевод Дружелюбность, коммуникабельность и ответственность Самостоятельность и высокий уровень самоорганизации и ответственности Готовность и умение работать в режиме многозадачности Исполнительность, коммуникабельность, стремление к профессиональному развитию, ответственность, дисциплинированность  Профессиональные навыки и знания:  Уверенные знание PHP 5.6 и выше Понимание моделей MVC, MVP и MVVM Умение писать безопасный, быстрый и надежный код как процедурно так и ООП Умение работать с HTML, CSS, JavaScript (jQuery + Plugins) Уверенные знания в MySQL или PostgreSQL Уверенная работа с MySQL или Postgres (проектирование и эффективное использование при работе с большими объёмами данных) Базовое понимание Linux в качестве серверной среды для продуктов компании (на основе Debian или UBUNTU будет преимуществом) Умение самостоятельно принимать верные решения и задавать верные вопросы при работе над поставленными задачами Базовое понимание Linux в качестве серверной среды для продуктов компании (на основе Debian или UBUNTU будет преимуществом)      Условия:  Место работы: офис 400м от метро и 300 метров от МЦК Режим работы - в офисе с 9:00 до 18:00, понедельник - пятница Полное соблюдение ТК РФ Стабильный профессиональный рост, развитие внутри компании Энергичный коллектив, интересные задачи ;  Место работы: офис 400м от метро и 300 метров от МЦК Режим работы - в офисе с 9:00 до 18:00, понедельник - пятница Полное соблюдение ТК РФ Стабильный профессиональный рост, развитие внутри компании Энергичный коллектив, интересные задачи ;Образование: высшее техническое. Знание языка: английский технический, чтение и перевод. Дружелюбность, коммуникабельность и ответственность. Самостоятельность и высокий уровень самоорганизации и...;Разработка программных модулей для распределенных систем сбора и обработки данных. Участие в сопровождении и развитии текущих проектов компании (в качестве...;"PHP; MySQL; CSS; HTML; JavaScript; Linux; PostgreSQL; Debian; Ubuntu Server; CSS3; Ajax; PHP5; Git; SQL; jQuery; ООП; MVC; Bootstrap; PHP7";267;0.3333333333333333;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
35;79;PHP Программист-разработчик;5.0;4.0;ГРУППА КИТ;2019-12-09T18:19:11+0300;"Компания КИТ Консалтинг - IT консалтинговая компания, оказывающая услуги по автоматизации деятельности различных предприятий. КИТ Консалтинг является одним из лидеров на рынке облачных технологий, а также виртуализации IT инфраструктур предприятий.   В компании выделены следующие направления деятельности:  внедрение информационных систем (CRM, BI, ERP, СЭД), в т.ч. по модели SaaS (Внедрение ИС с нуля, разработка и поддержка отраслевых решений на платформах Microsoft, 1C, обучение персонала); виртуализация данных и построение виртуальных IT инфраструктур предприятия по модели IaaS (Аутсорсинг ИТ инфраструктуры, в т.ч. миграция данных в облако, построение распределено географических кластеров, виртуальных ЦОДов); стратегический IT консалтинг (Разработка ИТ стратегии, Системы Сбалансированных Показателей, оптимизация IT архитектуры и инфраструктуры предприятия)    Обязанности:  участие в проектах по автоматизации бизнес-процессов; участие в проектах по внедрению и доработке облачных информационных систем (Saas​ и не только); разработка интеграционных решений с использованием API (интеграция Битрикс24/amoCRM/ZohoCrm и др. с веб-сайтами/ Ip-телефонией/ аналитическими сервисами и др.); участие в согласовании технического задания; разработка web-приложений, поддержка и доработка существующих; контроль выполнения задач разработчиками*; контроль соблюдения сроков; взаимодействие с бизнес\системными-аналитиками;  Требования:  умение работать с API различных сервисов/ сайтов /систем; знание PHP/ JavaScript( любого из двух)выше среднего ; опыт работы с CRM, ERP, BI, ECM, BPM, СЭД и другими системами будет преимуществом; структурное мышление, способность разбивать проект на подзадачи, ставить задачи, расставлять приоритеты.  Условия:  испытательный срок 3 месяца; заработная плата обсуждается с успешными кандидатами индивидуально; рабочая неделя 5/2 (09.00-18.00/10.00-19.00); оформление в соответствии с ТК РФ; дружный и молодой коллектив; постоянное обучение сотрудников новым технологиям на рынке облачных услуг; тренинги, дополнительная сертификация.   ";"  испытательный срок 3 месяца; заработная плата обсуждается с успешными кандидатами индивидуально; рабочая неделя 5/2 (09.00-18.00/10.00-19.00); оформление в соответствии с ТК РФ; дружный и молодой коллектив; постоянное обучение сотрудников новым технологиям на рынке облачных услуг; тренинги, дополнительная сертификация.   ";Умение работать с API различных сервисов/ сайтов /систем. Знание PHP/ JavaScript( любого из двух)выше среднего . Опыт работы с CRM...;Участие в согласовании технического задания. Разработка web-приложений, поддержка и доработка существующих. Контроль выполнения задач <highlighttext>разработчиками</highlighttext>*. Контроль соблюдения сроков. ;" MySQL; Git;PHP; ООП; PostgreSQL";279;0.3333333333333333;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;0;Ведущий PHP-программист;7.0;4.0;ПАБЛИКСПЕЙС;2019-12-10T16:28:03+0300;"PUBLIC SPACE - это международная группа компаний специализирующаяся в сферах digital-marketing и IT-разработок. В состав группы входят как российские, европейские, так и латиноамериканские компании. В связи с плановым расширением мы находимся в поисках Senior PHP-developerа в нашу команду разработчиков.Ваши day-to-day задачи:  работа с использованием фреймворков Yii2 и Zend; работа с БД, а также с механизмами ORM с PostgreSQL, Oracle, MongoDB, Redis; написание unit-тестов (PHPUnit, SimpleTest); работа с Docker, Kubernetes; работа с архитектурой MVC; работа с Git; работа с Jira;  Используемые языки программирования - PHP, Golang;Нам важно, чтобы наш сотрудник работал в максимально комфортных условиях, поэтому мы готовы предложить:  возможность получить опыт/реализовать себя в международной компании с интернациональной командой с разными проектами в Европе, Латинской Америке, РФ; высокий, стабильный уровень заработной платы (обсуждается индивидуально); посещение профильных конференций; гибкий график: возможность расстаться с утренними пробками; комфортные условия работы в одном из наших офисов в Москве (ст. м. Славянский Бульвар); официальное трудоустройство с первого дня по ТК РФ (предусмотрены все соц. выплаты согласно трудовому кодексу); ";;Ваши day-to-day задачи: Работа с использованием фреймворков Yii2 и Zend. Написание unit-тестов (PHPUnit, SimpleTest). ;"MySQL; jQuery; PostgreSQL; ООП; Yii; Git; Docker; RabbitMQ; ActiveMQ; Zend Framework; База данных: Oracle; Atlassian Jira; MVC; MongoDB; Redis; PHP";" MySQL; Git;PHP; ООП; PostgreSQL";300;0.3333333333333333;PHP;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;6;Back-end PHP разработчик;7.0;4.0;Просенс;2019-12-10T13:08:25+0300;"Сегодня мы – абсолютный технологический лидер рынка VR, партнеры крупнейших международных интернет компаний.У нас молодая, крутая команда увлеченных специалистов и в связи с ее расширением и запуском новейшего продукта нам требуется back-end PHP разработчикПриглашаем Вас стать нашим сотрудником и принять активное участие в развитии проекта с историческим потенциалом. Обязанности:  Разработка и поддержка бекенда (PHP/Symphony) платформы видеостриминга Решение оперативных задач  Требования:  Отличные знания PHP (5.6+, ООП, MVC, паттерны) и MySQL (теория, оптимизация запросов). Опыт работы с php-фреймворками (Symphony, Yii2, Laravel, Zend) Опыт разработки веб-приложений и использования HTML/CSS/JS/JQ/Bootstrap Умение работы c cистемами контроля версий; Опыт работы с системами управления задач (redmine, jira, trac).  Дополнительными плюсами будет: Опыт работы с ffmpeg и т.п, понимание принципов кодирования/декодирования и передачи видеопотоковЗнание С/С++ Условия:  Конкурентную зарплату по результатам собеседования. Интересный проект, профессиональный коллектив. Комфортный офис рядом с метро Менделеевская трудоустройство и все социальные гарантии; корпоративный чай/кофе, а также вкусности за счет компании; ";Отличные знания PHP (5.6+, ООП, MVC, паттерны) и MySQL (теория, оптимизация запросов). Опыт работы с php-фреймворками (Symphony...;Разработка и поддержка бекенда (PHP/Symphony) платформы видеостриминга. Решение оперативных задач.;"MySQL; ООП; JavaScript; MVC; Yii; PHP; Atlassian Jira; C++; Веб-программирование";"  Конкурентную зарплату по результатам собеседования. Интересный проект, профессиональный коллектив. Комфортный офис рядом с метро Менделеевская трудоустройство и все социальные гарантии; корпоративный чай/кофе, а также вкусности за счет компании; ";306;0.3333333333333333;PHP;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
38;13;PHP-разработчик;6.0;4.0;Vilesse;2019-12-10T14:38:45+0300;В международную софтверную компанию в связи с расширением требуется разработчик PHP.   Обязанности:  Разработка больших порталов и сложных систем на PHP. Мы не занимаемся сайтами визитками и простыми интернет-магазинами, у нас вы сможете работать с действительно интересными проектами и многому научиться    Требования:  отличное знание PHP, HTML/ CSS / Javascript хорошее знание MySQL или PostgreSQL понимание ООП, MVC, основных паттернов опыт работы с как минимум одним из популярных фреймворков (например Laravel или Symfony или Yii) опыт с Git базовая работа в Linux Разговорный, или хотя бы письменный английский на хорошем уровне    Не требуется, но может пригодиться при работе на разных проектах:  Опыт с Redis Базовые умения настраивать nginx и Apache2 Composer и работа с пакетами Опыт разработки на других языках (плюсом будет Python, Go или Node.js) опыт работы с высоко-нагруженными проектами и/или проектами с большим количеством данных, умение профилировать и оптимизировать код / запросы / и т.п.    Условия:  100% удаленная работа свободный график демократичные отношения в коллективе и приятная рабочая атмосфера Полностью белое оформление (контракт / NDA) зарплата - по результатами собеседования (сильно выше среднерыночной по отрасли) карьерный рост, ежегодная индексация зарплаты ;Отличное знание PHP, HTML/ CSS / Javascript. Хорошее знание MySQL или PostgreSQL. Понимание ООП, MVC, основных паттернов. Опыт работы с как...;;"PHP5; JavaScript; MySQL; HTML; CSS; jQuery; HTML5; Git; Linux; CMS Wordpress; Apache HTTP Server; Symfony; Laravel; Redis; Nginx; Ajax; AWS";  100% удаленная работа свободный график демократичные отношения в коллективе и приятная рабочая атмосфера Полностью белое оформление (контракт / NDA) зарплата - по результатами собеседования (сильно выше среднерыночной по отрасли) карьерный рост, ежегодная индексация зарплаты ;313;0.3333333333333333;PHP;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
39;21;PHP разработчик;5.0;3.0;ЛАБИРИНТ;2019-12-09T12:07:35+0300;"Интернет-магазин ЛАБИРИНТ приглашает PHP разработчика. Пожелания:  образование высшее, аналогичный опыт работы от 1 года; отличное владение: PHP, SQL; приветствуется опыт работы с: Yii2; понимание основ: ООП, MVC, защиты информации; опыт работы в команде с использованием SVN или GIT.  Должностные обязанности:  разработка и поддержка API.  Условия:  офис: м. Шаболовская/м. Тульская; график работы: 5х2, с 10.00 до 18.00; оформление по ТК РФ, ежегодная индексация оклада за стаж, обеды в офисе; заработная плата обсуждается на собеседовании, зависит от компетенций кандидата, объема и уровня выполняемых задач.   ";Образование высшее, аналогичный опыт работы от 1 года. Отличное владение: PHP, SQL. Приветствуется опыт работы с: Yii2. ;Разработка и поддержка API.;;"  офис: м. Шаболовская/м. Тульская; график работы: 5х2, с 10.00 до 18.00; оформление по ТК РФ, ежегодная индексация оклада за стаж, обеды в офисе; заработная плата обсуждается на собеседовании, зависит от компетенций кандидата, объема и уровня выполняемых задач.   ";321;0.5;PHP;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
