;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; C#;C#;C++; ООП; ASP.NET; MS SQL; Git; C++; Entity Framework; .NET Framework; Linux; SQL; STL;.NET Framework; MS SQL Server; Qt; MVC; .NET Core; LINQ; MS Visual Studio;Другие навыки
120;33;.NET developer;3.0;3.0;Softline;2019-12-11T14:58:37+0300;"Мы развиваем внутренний продукт - корпоративную CRM систему. Система собирает и хранит данные о клиентах, а также историю взаимодействия и отношений с ними, на основании чего осуществляется прогноз, анализ и предпринимаются действия по улучшению работы. В команду продукта ищем .NET разработчика. Обязанности:  Участие в развитии и поддержке корпоративной системы Microsoft Dynamics CRM; Кастомизация системы, разработка плагинов, бизнес-процессов и отчетов; Поддержка и разработка интеграций и синхронизаций с различными внешними и внутренними сервисами; Написание юнит-тестов для разработанного функционала; Разработка веб-приложений и страниц, интегрированных в Microsoft Dynamics CRM; Работа по методологии Scrum в команде с аналитиками, администраторами, инженерами.  Требования:  Опыт работы в качестве разработчика от 2 лет; Опыт кастомизации систем, разработки клиентских скриптов, плагинов, бизнес-процессов, отчетов; Знание принципов ООП и шаблонов проектирования; Знание платформы .NET, языка программирования C#; Опыт разработки веб-приложений на базе ASP .NET, ASP .NET MVC, ASP .NET Core; Навыки разработки на языке JavaScript (TypeScript); Знание HTML, CSS; Знание современных фронтенд-фреймворков (предпочтительно React); Опыт работы с MS SQL Server 2008\2012\2014; Опыт написания сложных запросов и хранимых процедур; Понимание принципов клиент-серверной архитектуры приложений, протокола HTTP и архитектурного стиля REST; Умение рефакторить код и находить слабые места; Умение работать как самостоятельно, так и в команде; Ответственность к выполнению поставленных задач.  Условия:  Востребованный продукт с большими планами на его развитие; Возможность предлагать и реализовывать свои идеи; Полная занятость с гибким графиком; Обучение за счет компании. ";"  Востребованный продукт с большими планами на его развитие; Возможность предлагать и реализовывать свои идеи; Полная занятость с гибким графиком; Обучение за счет компании. ";Опыт работы в качестве <highlighttext>разработчика</highlighttext> от 2 лет. Опыт кастомизации систем, разработки клиентских скриптов, плагинов, бизнес-процессов, отчетов. ;Участие в развитии и поддержке корпоративной системы Microsoft Dynamics CRM. Кастомизация системы, разработка плагинов, бизнес-процессов и отчетов. ;;1033;0.034482758620689655;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
121;41;Ведущий разработчик C#;4.0;4.0;Лайко Алексей Константинович;2019-12-10T11:37:37+0300;О нас: Международная команда опытных разработчиков, работаем в данной области более 5 лет. Команда состоит из выпускников МФТИ(ГУ). В состав команды входят Ph. D. in Computer Science. Владеем необходимыми вычислительными мощностями для решения наших задач. Идите к нам если хотите:  Заниматься разработкой алгоритмов искусственного интеллекта Научиться передовым методам в этой области    Требования:  C# Владение английским на уровне чтения научной литературы. Высшее (неоконченное высшее) математическое или техническое образование, математический склад ума.  Плюсами будут:  С++ Опыт работы с git Опыт написания юнит-тестов и интеграционных тестов  Мы предлагаем:  Офис со всем необходимым в центре города рядом с метро Устройство по ТК Гибкое время работы Обучение  Этапы общения:  Телефонное собеседование Собеседование в офисе ;  Офис со всем необходимым в центре города рядом с метро Устройство по ТК Гибкое время работы Обучение  Этапы общения:  Телефонное собеседование Собеседование в офисе ;C#. Владение английским на уровне чтения научной литературы. Высшее (неоконченное высшее) математическое или техническое образование, математический склад ума. ;С++.;"Python; Git; Английский язык; C++; Написание статей";1041;0.06896551724137931;C#_C++;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
122;53;Программист С#;3.0;3.0;Моё дело;2019-12-10T13:31:48+0300;Компания Моё дело занимается разработкой одноименного облачного сервиса для комплексного ведения ​бухгалтерии. Чтобы охватить все тонкости этого процесса, мы постоянно расширяем функционал, и сейчас настал момент, когда занятых в этом деле рук в нашем офисе стало не хватать. В связи с этим мы ищем удаленных сотрудников на полную занятость, которым мы готовы доверить массу интересной и творческой работы.   Что мы можем Вам предложить:  Удаленная работа, полная занятость Продуктовая разработка, sсrum, аgile Интересные задачи, требующие творческого подхода Обучение внутри компании, оплачиваемое работодателем Пятидневная рабочая неделя Оформление согласно ТК РФ Стабильный доход, возможность роста зарплаты Возможности карьерного и профессионального роста!  Вам предстоит:  Разрабатывать и развивать первую в России SaaS Бухгалтерию Принимать решения по архитектуре/технологиям при разработке проектов Разрабатывать сервисы и проектировать структуру БД Работать над улучшением и масштабированием системы Писать автотесты для своего кода Принимать участие в обсуждении и проектировании разрабатываемых продуктов Работать в дружной команде профессионалов.  Стек технологий:  C# 4.6+, ASP.Net Web API, MVC, Микросервисная архитектура, REST MS SQL 2016: Always On, Big Data, ORM Dapper RabbitMQ, MS MQ, MS Bot Framework, SiganlR (websocket) NoSQL: MongoDB, Redis ES2016, ReactJs(MobX), Backbone/MarionetteJs, Less Webpack 2/Gulp, Npm/Yarn Нагрузочное тестирование (Gatling, Scala) Unit-тестирование фронтенда и бэкенда (NUnit, NCrunch, Mocha/Karma) Интеграционное тестирование (Selenium, Java) Continuous Integration/Testing/Deployment (TeamCity) Git, Nginx, NewRelic, Zabbix, Loggly, Elasticsearch, Youtrack, Trello, Confluence.  Требования:  Уверенное знание принципов SOLID Опыт в создании объектно-ориентированных приложений Знание паттернов программирования/проектирования Хорошее знание C#, SQL Умение работать в команде Приверженность к соблюдению чистоты исходного кода Желание работать и развиваться с самоотдачей.  Желательно:  ASP.Net WebAPI, IIS, Azure JavaScript, HTML, CSS Опыт работы с одним-двумя MV* фреймворками (Backbone.js || AngularJS || knockout.js || React || etc.) Опыт работы по Agile / SCRUM Знание практик TDD, DDD.       ;;Уверенное знание принципов SOLID. Опыт в создании объектно-ориентированных приложений. Знание паттернов программирования/проектирования. Хорошее знание C#, SQL. ;Разрабатывать и развивать первую в России SaaS Бухгалтерию. Принимать решения по архитектуре/технологиям при разработке проектов. Разрабатывать сервисы и проектировать...;;1053;0.06896551724137931;C#_C++;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
123;56;Senior С++ Developer/Разработчик С++;6.0;3.0;Movavi;2019-12-10T08:03:34+0300;"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture - одни из самых популярных продуктов в мире, ими пользуются в 150 странах. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде и вместе с нами создавать самый популярный софт для мультимедиа! Чем предстоит заниматься:  разработка в команде кросс-платформенных приложений под Windows и Mac; помощь в решении технических проблем другим членам команды.  Для успешного выполнения задач тебе потребуется:  успешный опыт разработки приложений на C++ от 5-ти лет; уверенные знания C/C++, STL, Qt, boost; опыт кросс-платформенной разработки (Windows/MacOS/Linux).  Будет круто, если:  есть опыт работы с QML; у тебя есть опыт многопоточного и сетевого программирования.  Работа в Movavi - это:   команда профессионалов, готовых делиться знаниями и опытом;   индивидуальный подход к профессиональному росту и развитию внутри компании;   официальное трудоустройство с первого рабочего дня;   белая заработная плата + компенсация питания и спорта;   удобный график работы как для жаворонков, так и для сов;   занятия йогой и английским языком, не выходя из офиса;   здоровье с ДМС;   приятная рабочая атмосфера, общение на ты;   бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя.   Если ты не получил ответ на отклик в течение 3-х рабочих дней:1. Проверь папку Спам в электронной почте. Возможно, письмо с ответом оказалось там.2. Позвони или напиши нам. Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать!  Что нужно сделать: Направь резюме своего друга или его контакты (см.контактную информацию). В теме письма обязательно укажи: Рекомендация_ФИО друга. И жди свой гонорар. Все просто – рекомендуй и зарабатывай! * Друг должен знать, что его рекомендуют. Важно: выплата производится после того, как твой друг успешно пройдет испытательный срок. Есть вопросы? Пиши.";;Успешный опыт разработки приложений на C++ от 5-ти лет. Уверенные знания C/C++, STL, Qt, boost. Опыт кросс-платформенной...;Разработка в команде кросс-платформенных приложений под Windows и Mac. Помощь в решении технических проблем другим членам команды.;"C++; Qt; STL";1056;0.06896551724137931;C#_C++;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
124;63;.Net разработчик;3.0;3.0;Aurus;2019-12-10T08:09:41+0300;Aurus – разработчик ПО в области корпоративной связи и контакт-центров. Мы - технологический партнер Cisco и большинство наших решений предназначены для работы с коммуникационными платформами Cisco. Мы разрабатываем собственные решения, некоторые из которых не имеют аналогов в мире, и продаем лицензии среднему и крупному бизнесу. 75% компаний из рейтинга РБК 500 - уже наши клиенты и мы выходим на зарубежные рынки, запустив в 2018 представительство в Индии, а в 2019 – на Ближнем Востоке. Нас 30 человек, но мы делаем то, чем пользуются компании-лидеры и люди, которых вы видите каждый день по телевизору. Если ты хочешь добавить часть себя в эту историю, приходи знакомиться в Гуси Академпарка Академгородка Новосибирска. Сегодня мы расширяем отдел продаж на зарубежных рынках и приглашаем кандидатов на позицию ведущий .Net разработчик.  Требования: .NET, .NET Core Databases (T-SQL), Multithreading (общее понимание и опыт использования) Linq2Db, Entity Framework Core XML, CSV, JSON (общее понимание и опыт использования) Logging frameworks  Будет плюсом:  Работа с брокерами сообщений (RabbitMQ) Опыт работы с PostgreSQL или Firebird Опыт работы с UML, Опыт разработки на Angular 6/7/8 с использованием Material Design  Если чувствуешь, что это про тебя или почти про тебя, высылай резюме и контакты.;;NET. .NET Core. Databases (T-SQL). Multithreading (общее понимание и опыт использования). Linq2Db. Entity Framework Core. ;Работа с брокерами сообщений (RabbitMQ).;"C#; SQL; XML; UML; MS Visual Studio";1063;0.06896551724137931;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
125;67;.Net Developer;3.0;3.0;ВЕЛВЕТЕК Системз;2019-12-11T09:17:25+0300;"О компании: Velvetech – это международная компания с 15-летней историей разработки передовых программных и аппаратных продуктов для компаний по всему миру. Компания Velvetech Systems является официальным партнером Microsoft уровня Gold по компетенции Application Development. Локации: офисы в Чикаго, Новосибирске и Омске.Специализация: консультирование, разработка, внедрение и обслуживание ПО, а также аппаратного обеспечения: IoT, Blockchain, Machine Learning и др.Инструменты: мы работаем с самыми современными технологиями, включая последние версии SQL Server, Visual Studio, .net core, Angular, React, JIRA, Confluence, TeamCity, ReSharper, а также со многими другими языками и фреймворками.Клиенты: крупнейшие американские медицинские ассоциации; ведущие фармацевтические и энергетические компании; производители оборудования; трейдинговые и финансовые организации; страховые компании.Коллектив: дружная команда профессионалов, в которой каждый добивается высоких результатов и профессионально растет не только благодаря своим собственным знаниям и навыкам, но и благодаря помощи и поддержке коллег. Мы внимательно следим за трендами в мире технологий и активно сотрудничаем со стартапами на таких прорывных направлениях как Blockchain, Machine Learning, Internet of Things, FPGA и AI. Требования:  знание и опыт разработки на .net/.net core, C#, ; знание HTML/CSS/Bootstrap; знание JavaScript, JQuery, Angular, SignalR; знание SQL и умение создавать запросы, понимание принципов оптимизации запросов и баз данных; знание английского языка не ниже Intermediate.  Желательно:  опыт разработки высоконагруженных систем; опыт проектирования информационных систем; разговорный английский; действующий сертификат Microsoft (MCSD).  Проекты:  высоконагруженные SaaS web-based сервисы для автоматизации бизнес процессов в области медицины, страхования, финансов, энергетики, включающие в себя: модули обработки больших массивов данных; интеграцию с внешними источниками данных; интеграцию с мобильными приложениями; интеграцию с системами IP-телефонии; подсистемы биллинга.  Условия: В нашей компании вы найдете массу возможностей для своего профессионального и карьерного роста, будете частью дружного коллектива, а также поучаствуете в создании востребованных продуктов, которыми реально пользуется огромное количество людей! А также, работа в Velvetech - это  официальное трудоустройство, соблюдение ТК; возможность адаптировать рабочий график под себя; проектные премии; корпоративное обучение, курсы английского языка, сертификация от Microsoft за счет компании, бесплатный доступ на online learning platform (software/devops/project management/design/business); ДМС для сотрудников; компенсация занятий спортом; комфортный офис в двухэтажном здании (1 минута пешком от станции Сеятель). Сотрудники занимают кабинеты на 5-6 человек, есть несколько переговорных комнат и оборудованных кухонь (вкусный натуральный кофе, чай, молоко и печеньки включены). Рядом с офисом есть продуктовые магазины, на расстоянии 5 минут - две столовые. Для отдыха есть библиотека, настольный теннис и хоккей, турник и боксерская груша. ";" В нашей компании вы найдете массу возможностей для своего профессионального и карьерного роста, будете частью дружного коллектива, а также поучаствуете в создании востребованных продуктов, которыми реально пользуется огромное количество людей! А также, работа в Velvetech - это  официальное трудоустройство, соблюдение ТК; возможность адаптировать рабочий график под себя; проектные премии; корпоративное обучение, курсы английского языка, сертификация от Microsoft за счет компании, бесплатный доступ на online learning platform (software/devops/project management/design/business); ДМС для сотрудников; компенсация занятий спортом; комфортный офис в двухэтажном здании (1 минута пешком от станции Сеятель). Сотрудники занимают кабинеты на 5-6 человек, есть несколько переговорных комнат и оборудованных кухонь (вкусный натуральный кофе, чай, молоко и печеньки включены). Рядом с офисом есть продуктовые магазины, на расстоянии 5 минут - две столовые. Для отдыха есть библиотека, настольный теннис и хоккей, турник и боксерская груша. ";Знание и опыт разработки на .net/.net core, C#, . Знание HTML/CSS/Bootstrap. Знание JavaScript, JQuery, Angular, SignalR. ;Высоконагруженные SaaS web-based сервисы для автоматизации бизнес процессов в области медицины, страхования, финансов, энергетики, включающие в себя: Модули обработки...;;1067;0.034482758620689655;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
126;71;Senior .NET Developer (TeamLead/System Architect);3.0;3.0;ВЕЛВЕТЕК Системз;2019-12-11T09:17:28+0300;"Velvetech – это международная компания с 15-летней историей разработки передовых программных и аппаратных продуктов для компаний по всему миру. Компания Velvetech Systems является официальным партнером Microsoft уровня Gold по компетенции Application Development. Локации: офисы в Чикаго, Новосибирске и Омске.Специализация: консультирование, разработка, внедрение и обслуживание ПО, а также аппаратного обеспечения: IoT, Blockchain, Machine Learning и др.Инструменты: мы работаем с самыми современными технологиями, включая последние версии SQL Server, Visual Studio, ASP.NET MVC, EntityFramework, React, Angular, .net core, JIRA, Confluence, TeamCity, ReSharper, а также со многими другими языками и фреймворками.Клиенты: крупные американские медицинские ассоциации; ведущие фармацевтические и энергетические компании; производители оборудования; трейдинговые и финансовые организации; страховые компании.Коллектив: дружная команда профессионалов, в которой каждый добивается высоких результатов и профессионально растет не только благодаря своим собственным знаниям и навыкам, но и благодаря помощи и поддержке коллег. Мы внимательно следим за трендами в мире технологий и активно сотрудничаем со стартапами на таких прорывных направлениях как Blockchain, Machine Learning, Internet of Things, FPGA и AI. Чего мы от Вас ждем:  желания решать задачи high-load и знания, что такое sharding; понимания, как добиться оптимальной производительности системы; умения проектировать масштабируемые модульные системы; готовность находить решения реальных задач бизнеса.  Требуются отличные знания и опыт применения:  C#, .NET Core СУБД: MS SQL/Postgres SQL, EF, Linq2SQL, другие ORM Современные UI Frameworks: Angular 2+/ReactJS/VueJS Frontend технологии: JavaScript/TypeScript, CSS/LESS/SASS Умение писать понятный и поддерживаемый код Понимание принципов SOLID и Clean Architecture Уверенная работа с Git и понимание Git Flow Сontinuous integration tools (TeamCity or Gitlab CI) Понимание принципов проектирования микросервисной архитектуры Хороший уровень владения английским языком и желание его совершенствовать  Плюсом будет:  Действующий сертификат Microsoft (MCSD) Unit Testing Docker / Kubernetes Node.js Mongo Опыт работы с очередями: RabbitMQ / Aws SQS SNS / etc Опыт работы с Cloud: Azure / Aws Практический опыт проектирования микросервисной архитектуры Опыт работы в терминале linux  Условия: В нашей компании вы найдете массу возможностей для своего профессионального и карьерного роста, будете частью дружного коллектива, а также поучаствуете в создании востребованных продуктов, которыми реально пользуется огромное количество людей! А также, работа в Velvetech - это  официальное трудоустройство, соблюдение ТК; возможность адаптировать рабочий график под себя; проектные премии; корпоративное обучение, курсы английского языка, сертификация от Microsoft за счет компании, бесплатный доступ на online learning platform (software/devops/project management/design/business); ДМС для сотрудников; компенсация занятий спортом; комфортный офис в двухэтажном здании (1 минута пешком от станции Сеятель). Сотрудники занимают кабинеты на 5-6 человек, есть несколько переговорных комнат и оборудованных кухонь (вкусный натуральный кофе, чай, молоко и печеньки включены). Рядом с офисом есть продуктовые магазины, на расстоянии 5 минут - две столовые. Для отдыха есть библиотека, настольный теннис и хоккей, турник и боксерская груша. ";" В нашей компании вы найдете массу возможностей для своего профессионального и карьерного роста, будете частью дружного коллектива, а также поучаствуете в создании востребованных продуктов, которыми реально пользуется огромное количество людей! А также, работа в Velvetech - это  официальное трудоустройство, соблюдение ТК; возможность адаптировать рабочий график под себя; проектные премии; корпоративное обучение, курсы английского языка, сертификация от Microsoft за счет компании, бесплатный доступ на online learning platform (software/devops/project management/design/business); ДМС для сотрудников; компенсация занятий спортом; комфортный офис в двухэтажном здании (1 минута пешком от станции Сеятель). Сотрудники занимают кабинеты на 5-6 человек, есть несколько переговорных комнат и оборудованных кухонь (вкусный натуральный кофе, чай, молоко и печеньки включены). Рядом с офисом есть продуктовые магазины, на расстоянии 5 минут - две столовые. Для отдыха есть библиотека, настольный теннис и хоккей, турник и боксерская груша. ";Желания решать задачи high-load и знания, что такое sharding. Понимания, как добиться оптимальной производительности системы. Умения проектировать масштабируемые модульные...;Локации: офисы в Чикаго, Новосибирске и Омске. Специализация: консультирование, разработка, внедрение и обслуживание ПО, а также аппаратного обеспечения: IoT, Blockchain...;;1071;0.034482758620689655;C#_C++;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
127;75;Программист .NET;3.0;3.0;ЕвразХолдинг;2019-12-10T05:10:37+0300;Обязанности: 1) Разработка программного обеспечения для сложных ИС производственного назначения, порталов и web приложений 2) Разработка мобильных приложений 3) Участие в проектах внедрения MES систем, решений продуктов «Индустрия 4.0» 4) Сопровождение внедренных ИС (выполнение запросов на изменение) Требования: 1) Знание принципов объектно-ориентированного программирования 2) Знание C#, ASP.NET, .NET\.NET Core, ASP.NET Web API 3) Опыт работы с GIT и\или TFS 4) Опыт разработки мобильных приложений 5) Опыт работы с базами данных MS SQL, Oracle итп 6) Приветствуется знание продуктов линейки MS SSAS\PBI\MIM\FIM, SharePoint, SPFx, JavaScript, PNP, Angular, Node.js, REACT 7) Высшее техническое 8) Иностранный язык: английский технический/разговорный 9) Навыки владения ПК: профессионал 10) Опыт работы в команде 12) Личные качества: системное мышление, аналитические способности, ответственность ​​​;;1) Знание принципов объектно-ориентированного программирования. 2) Знание C#, ASP.NET, .NET\.NET Core, ASP.NET Web API. 3) Опыт работы с...;1) Разработка программного обеспечения для сложных ИС производственного назначения, порталов и web приложений. 2) Разработка мобильных приложений. 3) Участие в...;"Английский язык; MS SQL; Аналитическое мышление; HTML; Управление проектами; Работа в команде; JavaScript; Разработка ПО";1075;0.06896551724137931;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
128;86;Ведущий разработчик .NET (C#, ASP.NET/Core/MVC/API);5.0;6.0;DANYCOM;2019-12-09T09:11:22+0300;Внимание! Вакансия открыта в г. Краснодаре.   Обязанности:  Участие в разработка технических дизайнов (модель данных, бизнес-объекты, интерфейс). Разработка модулей системы в соответствии с техническими спецификациями. Устранение ошибок в программном обеспечении. Разработка и выполнение модульных тестов (unit test). Внедрение новых технологий в текущие продукт (Elastic, Redis, RabbitMQ). Участие в подборе разработчиков и развитие экспертизы существующей команды. Улучшения качества кода.  Требования:  Опыт разработки на платформе .NET не менее 3 лет, желательно .NET Core. Знание ASP.NET MVC/Web API, ASP.NET Core/Web API. Понимание и применение на практике различных шаблонов проектирования. Понимание юнит и интеграционного тестирования, рефакторинга, TDD (и желательно ATDD). Иметь опыт работы в Agile или его внедрения, способность к фасилитации. Умение работать с git (merge, rebase, squash). Опыт работы с Docker. Знание особенностей работы с БД, желательно PostgreSQL (оптимизация запросов, построение правильных индексов, хранимые процедуры). Базовый опыт работы с Linux.  Наши преимущества:  Своя техническая книжная библиотека. Используем Linux в production. Используем только .NET Core, кроссплатформенные приложения. Используем последние библиотеки и фреймворки (.NET Core 2/3, C# 8.0, VS2019 + Resharper). Используем современные методологии и подходы SAO, DDD, MicroServices, Design By Contract, SOLID, KISS, DRY. Используем процесс CI/CD с юнит-, интеграционными-, приемочными-тестами. Используем в работе Agile, SCRUM. Работаем в gitlab, процесс по gitflow. Проводим Code Review.  Условия:   Работа в федеральной компании. Работа в центральном офисе в центре города. Официальное оформление согласно ТК РФ в штат компании. Полностью официальная заработная плата. Испытательный срок. Возможность развития, интересные задачи. Возможность участия в крупных ИТ-конференциях. Возможности для профессионального и карьерного роста. Корпоративные праздники, тимбилдинги. Подарки детям сотрудников на Новый год. Помощь в переезде. ;   Работа в федеральной компании. Работа в центральном офисе в центре города. Официальное оформление согласно ТК РФ в штат компании. Полностью официальная заработная плата. Испытательный срок. Возможность развития, интересные задачи. Возможность участия в крупных ИТ-конференциях. Возможности для профессионального и карьерного роста. Корпоративные праздники, тимбилдинги. Подарки детям сотрудников на Новый год. Помощь в переезде. ;Опыт разработки на платформе .NET не менее 3 лет, желательно .NET Core. Знание ASP.NET MVC/Web API, ASP.NET Core/Web...;Внедрение новых технологий в текущие продукт (Elastic, Redis, RabbitMQ). Участие в подборе <highlighttext>разработчиков</highlighttext> и развитие экспертизы существующей команды. ;"Git; PostgreSQL; Agile Project Management; Unit Testing; TFS";1086;0.10344827586206896;C#_C++;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
129;93;Junior-разработчик C/C++;1.0;3.0;«Предприятие «ЭЛТЕКС»;2019-12-09T06:09:34+0300;"Eltex - это 26 лет опыта на рынке телекоммуникаций, 8 отделов разработки, собственное производство, более 50 партнеров и 2500 компаний-клиентов из более чем 20 стран мира.Мы приглашаем тебя присоединиться к нашей большой и профессиональной команде! Сейчас мы ищем стажеров на embedded проекты. Разработка в Eltex ведется по следующим направлениям:  Wi-Fi (разработка ПО для беспроводных точек доступа и устройств беспроводного широкополосного доступа) VoIP (разработка ПО для голосовых шлюзов, IP-телефонов) Ethernet technology (разработка устройств и ПО для Ethernet-коммутаторов и маршрутизаторов) PON (разработка устройств и ПО операторских и абонентских устройств для пассивных оптических сетей) Media (разработка ПО для IPTV-медиацентров) IoT (разработка ПО для домашнего маршрутизатора, включающее в себя функциональность как обработки пользовательского трафика, так и обеспечение работы контроллера в части работы с датчиками и исполнительными устройствами) Hardware (разработка принципиальных схем для устройств, ПО для сопроцессоров и микросхем ПЛИС, написание ПО для проверки оборудования)  Разработка ведется на языке C под Linux.  Вместе с командой разработчиков тебе предстоит:  разработка управляющего ПО для сетевого оборудования; исправление ошибок, доведение ПО до идеального состояния или близкого к нему; работа с аппаратной частью устройств; изучение сетевых протоколов модели OSI и их реализация.  Необходимые навыки:  владение языком программирования C/C++; общение с ОС Linux на ты; понимание протоколов семейства tcp/ip; опыт коммерческой разработки (пусть небольшой) станет вашим преимуществом; горящие глаза и желание развиваться в embedded-разработке!  Предлагаем:  развитие в профессиональной и дружной команде единомышленников; опыт работы над проектами федерального уровня; хорошую стартовую з/п; гибкий график для студентов (от 35 тыс. при работе полный рабочий день).  Приятные бонусы:  Корпоративные скидки у компаний-партнеров (фитнес, развлечения); Собственный комплекс зданий в парковой зоне города; Уличная зона с турниками и настольным теннисом; Своя столовая и тренажерный зал, большая парковка; Яркие корпоративные мероприятия; Митапы по обмену опытом между командами; Компенсация затрат на участие в IT конференциях; Бесплатный служебный транспорт от пл.Калинина и 4, 5, 6 мкр. ";;Владение языком программирования C/C++. Общение с ОС Linux на ты. Понимание протоколов семейства tcp/ip. Опыт коммерческой разработки (пусть...;Wi-Fi (разработка ПО для беспроводных точек доступа и устройств беспроводного широкополосного доступа). VoIP (разработка ПО для голосовых шлюзов, IP...;"C/C++; Git; Linux; TCP/IP";1093;0.10344827586206896;C#_C++;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
